T,H2,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2(S),CH3,CH4,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,HCCOH,N,NH,NH2,NH3,NNH,NO,NO2,N2O,HNO,CN,HCN,H2CN,HCNN,HCNO,HOCN,HNCO,NCO,N2,AR,C3H7,C3H8,CH2CHO,CH3CHO,Z
3.23E+002,1.56E-004,1.11E-013,7.32E-011,1.95E-001,3.45E-009,2.47E-003,7.53E-007,1.04E-007,9.09E-035,7.72E-025,3.68E-014,2.01E-015,2.68E-007,1.53E-001,7.44E-004,5.61E-004,3.30E-013,1.16E-005,3.97E-015,8.46E-008,9.69E-007,1.02E-023,8.52E-006,1.24E-015,2.33E-005,1.38E-010,2.45E-005,3.47E-014,2.62E-006,7.21E-009,1.61E-016,1.58E-014,3.15E-010,9.41E-009,7.52E-022,1.99E-007,6.82E-008,8.42E-010,3.84E-011,1.02E-024,5.39E-008,2.10E-012,1.02E-024,5.40E-009,3.67E-011,2.11E-008,5.25E-012,6.48E-001,0.00E+000,2.64E-010,1.74E-007,3.16E-013,1.49E-007,9.90E-001
3.39E+002,1.89E-004,3.62E-013,1.07E-010,1.93E-001,5.99E-009,3.74E-003,1.16E-006,1.61E-007,2.50E-033,6.78E-024,1.01E-013,5.75E-015,4.24E-007,1.51E-001,1.16E-003,9.62E-004,9.89E-013,2.00E-005,1.17E-014,1.66E-007,1.68E-006,9.29E-023,1.43E-005,4.79E-015,3.98E-005,3.11E-010,4.31E-005,1.20E-013,4.78E-006,1.32E-008,2.46E-016,4.24E-014,4.30E-010,1.44E-008,4.15E-021,3.13E-007,1.10E-007,1.45E-009,6.00E-011,8.43E-024,9.33E-008,3.64E-012,8.18E-024,9.27E-009,6.31E-011,3.63E-008,9.06E-012,6.49E-001,0.00E+000,5.34E-010,3.42E-007,1.26E-012,2.73E-007,9.85E-001
3.59E+002,2.25E-004,1.12E-012,1.54E-010,1.92E-001,9.41E-009,5.43E-003,1.72E-006,2.37E-007,5.56E-032,5.05E-023,2.43E-013,1.46E-014,6.55E-007,1.49E-001,1.74E-003,1.57E-003,2.55E-012,3.25E-005,2.96E-014,2.97E-007,2.75E-006,9.25E-022,2.30E-005,1.70E-014,6.44E-005,6.45E-010,7.19E-005,3.59E-013,8.24E-006,2.27E-008,3.73E-016,1.09E-013,5.71E-010,2.11E-008,2.41E-020,4.71E-007,1.69E-007,2.36E-009,8.98E-011,7.32E-023,1.53E-007,5.99E-012,5.37E-023,1.51E-008,1.03E-010,5.92E-008,1.49E-011,6.50E-001,0.00E+000,1.03E-009,6.31E-007,5.05E-012,4.71E-007,9.77E-001
3.85E+002,2.66E-004,3.42E-012,2.20E-010,1.89E-001,1.36E-008,7.56E-003,2.46E-006,3.34E-007,1.07E-030,3.34E-022,5.25E-013,3.31E-014,9.93E-007,1.47E-001,2.49E-003,2.42E-003,5.80E-012,5.01E-005,6.59E-014,4.90E-007,4.28E-006,9.59E-021,3.50E-005,5.57E-014,9.91E-005,1.24E-009,1.14E-004,9.50E-013,1.34E-005,3.69E-008,5.67E-016,2.68E-013,7.35E-010,2.96E-008,1.48E-019,6.83E-007,2.43E-007,3.67E-009,1.29E-010,6.40E-022,2.38E-007,9.32E-012,3.04E-022,2.34E-008,1.59E-010,9.17E-008,2.33E-011,6.51E-001,0.00E+000,1.88E-009,1.09E-006,2.05E-011,7.69E-007,9.68E-001
4.17E+002,3.11E-004,1.07E-011,3.10E-010,1.86E-001,1.83E-008,1.01E-002,3.38E-006,4.49E-007,2.03E-029,2.09E-021,1.04E-012,6.87E-014,1.48E-006,1.43E-001,3.44E-003,3.57E-003,1.20E-011,7.34E-005,1.33E-013,7.45E-007,6.32E-006,9.69E-020,5.08E-005,1.70E-013,1.45E-004,2.25E-009,1.71E-004,2.25E-012,2.06E-005,5.67E-008,8.72E-016,6.21E-013,9.20E-010,3.99E-008,9.52E-019,9.53E-007,3.32E-007,5.41E-009,1.78E-010,5.30E-021,3.51E-007,1.38E-011,1.58E-021,3.45E-008,2.35E-010,1.35E-007,3.49E-011,6.53E-001,0.00E+000,3.28E-009,1.78E-006,8.57E-011,1.19E-006,9.57E-001
4.54E+002,3.58E-004,3.55E-011,4.39E-010,1.83E-001,2.37E-008,1.30E-002,4.50E-006,5.82E-007,4.09E-028,1.32E-020,1.92E-012,1.33E-013,2.18E-006,1.40E-001,4.57E-003,5.02E-003,2.33E-011,1.02E-004,2.52E-013,1.05E-006,8.90E-006,8.96E-019,7.07E-005,4.95E-013,2.03E-004,3.95E-009,2.44E-004,4.89E-012,3.01E-005,8.29E-008,1.37E-015,1.36E-012,1.12E-009,5.18E-008,6.39E-018,1.28E-006,4.31E-007,7.64E-009,2.36E-010,3.95E-020,4.94E-007,1.93E-011,8.03E-021,4.87E-008,3.31E-010,1.91E-007,5.01E-011,6.54E-001,0.00E+000,5.46E-009,2.75E-006,3.60E-010,1.74E-006,9.44E-001
4.95E+002,4.08E-004,1.22E-010,6.31E-010,1.78E-001,2.99E-008,1.62E-002,5.81E-006,7.29E-007,8.59E-027,8.29E-020,3.44E-012,2.46E-013,3.17E-006,1.35E-001,5.87E-003,6.79E-003,4.44E-011,1.37E-004,4.76E-013,1.37E-006,1.20E-005,7.25E-018,9.46E-005,1.40E-012,2.74E-004,6.93E-009,3.34E-004,9.91E-012,4.20E-005,1.16E-007,2.24E-015,2.80E-012,1.34E-009,6.52E-008,4.23E-017,1.67E-006,5.34E-007,1.03E-008,3.04E-010,2.55E-019,6.66E-007,2.59E-011,4.03E-020,6.58E-008,4.48E-010,2.58E-007,6.92E-011,6.56E-001,0.00E+000,8.69E-009,4.03E-006,1.41E-009,2.43E-006,9.29E-001
5.41E+002,4.60E-004,4.00E-010,9.40E-010,1.74E-001,3.74E-008,1.97E-002,7.29E-006,8.86E-007,1.64E-025,4.94E-019,6.05E-012,4.43E-013,4.55E-006,1.31E-001,7.33E-003,8.85E-003,8.55E-011,1.77E-004,9.54E-013,1.68E-006,1.56E-005,5.02E-017,1.22E-004,3.96E-012,3.55E-004,1.24E-008,4.41E-004,1.91E-011,5.63E-005,1.55E-007,3.82E-015,5.41E-012,1.57E-009,7.96E-008,2.52E-016,2.12E-006,6.35E-007,1.35E-008,3.80E-010,1.40E-018,8.66E-007,3.31E-011,1.90E-019,8.59E-008,5.85E-010,3.36E-007,9.24E-011,6.58E-001,0.00E+000,1.32E-008,5.65E-006,4.79E-009,3.27E-006,9.12E-001
5.89E+002,5.13E-004,1.17E-009,1.48E-009,1.69E-001,4.64E-008,2.33E-002,8.87E-006,1.05E-006,2.52E-024,2.63E-018,1.06E-011,7.85E-013,6.46E-006,1.26E-001,8.93E-003,1.12E-002,1.67E-010,2.21E-004,2.13E-012,1.92E-006,1.96E-005,2.93E-016,1.53E-004,1.11E-011,4.47E-004,2.25E-008,5.63E-004,3.58E-011,7.28E-005,2.01E-007,6.79E-015,9.89E-012,1.80E-009,9.49E-008,1.24E-015,2.62E-006,7.26E-007,1.71E-008,4.63E-010,6.57E-018,1.09E-006,4.00E-011,8.00E-019,1.09E-007,7.40E-010,4.26E-007,1.20E-010,6.60E-001,0.00E+000,1.89E-008,7.61E-006,1.36E-008,4.23E-006,8.93E-001
6.40E+002,5.67E-004,2.96E-009,2.48E-009,1.63E-001,5.74E-008,2.70E-002,1.05E-005,1.22E-006,2.91E-023,1.21E-017,1.86E-011,1.37E-012,9.08E-006,1.20E-001,1.06E-002,1.38E-002,3.24E-010,2.69E-004,5.13E-012,2.04E-006,2.38E-005,1.46E-015,1.87E-004,3.00E-011,5.48E-004,4.08E-008,6.98E-004,6.69E-011,9.14E-005,2.52E-007,1.24E-014,1.71E-011,2.05E-009,1.11E-007,4.97E-015,3.17E-006,8.02E-007,2.11E-008,5.53E-010,2.64E-017,1.34E-006,4.50E-011,2.93E-018,1.34E-007,9.10E-010,5.24E-007,1.51E-010,6.63E-001,0.00E+000,2.54E-008,9.90E-006,3.23E-008,5.32E-006,8.74E-001
6.92E+002,6.22E-004,6.44E-009,4.38E-009,1.57E-001,7.08E-008,3.08E-002,1.19E-005,1.38E-006,2.49E-022,4.76E-017,3.23E-011,2.34E-012,1.27E-005,1.15E-001,1.24E-002,1.65E-002,6.17E-010,3.19E-004,1.23E-011,2.01E-006,2.82E-005,6.18E-015,2.24E-004,7.43E-011,6.56E-004,7.26E-008,8.43E-004,1.28E-010,1.12E-004,3.08E-007,2.25E-014,2.82E-011,2.30E-009,1.27E-007,1.61E-014,3.75E-006,8.61E-007,2.53E-008,6.50E-010,9.16E-017,1.60E-006,4.63E-011,9.25E-018,1.61E-007,1.09E-009,6.30E-007,1.88E-010,6.65E-001,0.00E+000,3.15E-008,1.25E-005,6.44E-008,6.52E-006,8.54E-001
7.46E+002,6.76E-004,1.22E-008,7.87E-009,1.51E-001,8.71E-008,3.46E-002,1.32E-005,1.55E-006,1.61E-021,1.61E-016,5.56E-011,3.90E-012,1.75E-005,1.10E-001,1.43E-002,1.95E-002,1.14E-009,3.70E-004,2.75E-011,1.83E-006,3.26E-005,2.28E-014,2.62E-004,1.66E-010,7.71E-004,1.25E-007,9.97E-004,2.51E-010,1.34E-004,3.68E-007,3.98E-014,4.44E-011,2.56E-009,1.43E-007,4.28E-014,4.37E-006,8.99E-007,2.99E-008,7.53E-010,2.81E-016,1.87E-006,4.26E-011,2.55E-017,1.90E-007,1.29E-009,7.42E-007,2.29E-010,6.68E-001,0.00E+000,3.51E-008,1.54E-005,1.10E-007,7.80E-006,8.33E-001
8.00E+002,7.29E-004,2.05E-008,1.39E-008,1.45E-001,1.07E-007,3.84E-002,1.42E-005,1.71E-006,8.26E-021,4.84E-016,9.52E-011,6.38E-012,2.40E-005,1.04E-001,1.61E-002,2.25E-002,2.06E-009,4.22E-004,5.66E-011,1.55E-006,3.70E-005,7.44E-014,3.02E-004,3.42E-010,8.89E-004,2.11E-007,1.16E-003,5.07E-010,1.57E-004,4.32E-007,6.76E-014,6.72E-011,2.84E-009,1.60E-007,9.69E-014,5.02E-006,9.18E-007,3.46E-008,8.64E-010,7.80E-016,2.16E-006,3.48E-011,6.32E-017,2.20E-007,1.49E-009,8.60E-007,2.78E-010,6.70E-001,0.00E+000,3.41E-008,1.85E-005,1.62E-007,9.16E-006,8.11E-001
8.54E+002,7.82E-004,3.15E-008,2.37E-008,1.39E-001,1.34E-007,4.21E-002,1.50E-005,1.86E-006,3.60E-020,1.34E-015,1.65E-010,1.04E-011,3.27E-005,9.84E-002,1.81E-002,2.57E-002,3.65E-009,4.74E-004,1.09E-010,1.27E-006,4.12E-005,2.22E-013,3.43E-004,6.66E-010,1.01E-003,3.51E-007,1.32E-003,1.03E-009,1.81E-004,4.98E-007,1.11E-013,9.82E-011,3.15E-009,1.76E-007,1.93E-013,5.69E-006,9.19E-007,3.95E-008,9.90E-010,2.01E-015,2.45E-006,2.55E-011,1.47E-016,2.51E-007,1.71E-009,9.81E-007,3.36E-010,6.73E-001,0.00E+000,2.87E-008,2.18E-005,2.11E-007,1.06E-005,7.89E-001
9.08E+002,8.34E-004,4.57E-008,3.87E-008,1.32E-001,1.72E-007,4.57E-002,1.57E-005,2.01E-006,1.44E-019,3.60E-015,2.91E-010,1.74E-011,4.41E-005,9.28E-002,2.00E-002,2.89E-002,6.39E-009,5.24E-004,1.99E-010,1.03E-006,4.52E-005,6.16E-013,3.85E-004,1.28E-009,1.13E-003,5.76E-007,1.48E-003,2.05E-009,2.06E-004,5.67E-007,1.77E-013,1.40E-010,3.49E-009,1.92E-007,3.50E-013,6.37E-006,9.03E-007,4.45E-008,1.14E-009,4.95E-015,2.74E-006,1.75E-011,3.36E-016,2.82E-007,1.92E-009,1.10E-006,4.08E-010,6.75E-001,0.00E+000,2.20E-008,2.53E-005,2.44E-007,1.20E-005,7.67E-001
9.62E+002,8.85E-004,6.43E-008,6.14E-008,1.26E-001,2.27E-007,4.93E-002,1.65E-005,2.14E-006,5.63E-019,9.66E-015,5.29E-010,3.01E-011,5.91E-005,8.72E-002,2.19E-002,3.22E-002,1.12E-008,5.72E-004,3.58E-010,8.70E-007,4.89E-005,1.63E-012,4.27E-004,2.46E-009,1.26E-003,9.31E-007,1.64E-003,4.05E-009,2.32E-004,6.38E-007,2.79E-013,1.93E-010,3.88E-009,2.08E-007,5.99E-013,7.06E-006,8.73E-007,4.95E-008,1.31E-009,1.19E-014,3.04E-006,1.21E-011,7.77E-016,3.14E-007,2.14E-009,1.23E-006,4.98E-010,6.78E-001,0.00E+000,1.67E-008,2.88E-005,2.55E-007,1.35E-005,7.46E-001
1.02E+003,9.34E-004,8.96E-008,9.53E-008,1.20E-001,3.12E-007,5.28E-002,1.74E-005,2.25E-006,2.23E-018,2.64E-014,9.90E-010,5.40E-011,7.86E-005,8.17E-002,2.38E-002,3.55E-002,1.96E-008,6.18E-004,6.39E-010,7.74E-007,5.23E-005,4.15E-012,4.69E-004,4.82E-009,1.38E-003,1.47E-006,1.79E-003,7.89E-009,2.58E-004,7.11E-007,4.42E-013,2.63E-010,4.34E-009,2.23E-007,9.90E-013,7.75E-006,8.32E-007,5.45E-008,1.53E-009,2.82E-014,3.34E-006,8.89E-012,1.86E-015,3.47E-007,2.36E-009,1.35E-006,6.15E-010,6.81E-001,0.00E+000,1.36E-008,3.24E-005,2.47E-007,1.51E-005,7.24E-001
1.07E+003,9.82E-004,1.25E-007,1.46E-007,1.14E-001,4.43E-007,5.62E-002,1.87E-005,2.33E-006,9.16E-018,7.42E-014,1.90E-009,1.01E-010,1.04E-004,7.63E-002,2.57E-002,3.88E-002,3.41E-008,6.61E-004,1.14E-009,7.29E-007,5.54E-005,1.02E-011,5.11E-004,9.56E-009,1.51E-003,2.26E-006,1.94E-003,1.52E-008,2.84E-004,7.85E-007,7.07E-013,3.52E-010,4.89E-009,2.38E-007,1.61E-012,8.43E-006,7.82E-007,5.96E-008,1.80E-009,6.61E-014,3.63E-006,7.24E-012,4.61E-015,3.79E-007,2.59E-009,1.48E-006,7.70E-010,6.83E-001,0.00E+000,1.22E-008,3.59E-005,2.32E-007,1.66E-005,7.03E-001
1.12E+003,1.03E-003,1.76E-007,2.23E-007,1.08E-001,6.47E-007,5.95E-002,2.02E-005,2.39E-006,3.93E-017,2.15E-013,3.70E-009,1.92E-010,1.36E-004,7.10E-002,2.75E-002,4.20E-002,5.88E-008,6.99E-004,2.05E-009,7.24E-007,5.83E-005,2.45E-011,5.53E-004,1.91E-008,1.63E-003,3.35E-006,2.07E-003,2.92E-008,3.10E-004,8.61E-007,1.15E-012,4.65E-010,5.57E-009,2.52E-007,2.59E-012,9.11E-006,7.23E-007,6.46E-008,2.14E-009,1.53E-013,3.92E-006,6.55E-012,1.18E-014,4.12E-007,2.82E-009,1.60E-006,9.77E-010,6.86E-001,0.00E+000,1.20E-008,3.92E-005,2.23E-007,1.81E-005,6.82E-001
1.17E+003,1.07E-003,2.51E-007,3.39E-007,1.02E-001,9.65E-007,6.26E-002,2.19E-005,2.40E-006,1.75E-016,6.36E-013,7.29E-009,3.74E-010,1.77E-004,6.58E-002,2.93E-002,4.53E-002,9.97E-008,7.34E-004,3.68E-009,7.49E-007,6.07E-005,5.69E-011,5.94E-004,3.79E-008,1.75E-003,4.80E-006,2.18E-003,5.54E-008,3.36E-004,9.38E-007,1.89E-012,6.09E-010,6.39E-009,2.65E-007,4.16E-012,9.78E-006,6.59E-007,6.95E-008,2.55E-009,3.50E-013,4.21E-006,6.51E-012,3.12E-014,4.44E-007,3.04E-009,1.72E-006,1.26E-009,6.88E-001,0.00E+000,1.29E-008,4.22E-005,2.27E-007,1.97E-005,6.61E-001
1.22E+003,1.12E-003,3.61E-007,5.12E-007,9.62E-002,1.46E-006,6.57E-002,2.39E-005,2.37E-006,7.99E-016,1.91E-012,1.44E-008,7.34E-010,2.28E-004,6.08E-002,3.11E-002,4.84E-002,1.66E-007,7.64E-004,6.60E-009,8.01E-007,6.28E-005,1.28E-010,6.34E-004,7.44E-008,1.86E-003,6.65E-006,2.28E-003,1.04E-007,3.61E-004,1.02E-006,3.14E-012,7.91E-010,7.41E-009,2.78E-007,6.65E-012,1.04E-005,5.92E-007,7.43E-008,3.06E-009,7.83E-013,4.49E-006,7.02E-012,8.34E-014,4.76E-007,3.28E-009,1.84E-006,1.63E-009,6.90E-001,0.00E+000,1.49E-008,4.48E-005,2.45E-007,2.12E-005,6.41E-001
1.27E+003,1.16E-003,5.22E-007,7.68E-007,9.06E-002,2.22E-006,6.86E-002,2.60E-005,2.30E-006,3.70E-015,5.75E-012,2.84E-008,1.44E-009,2.91E-004,5.59E-002,3.28E-002,5.15E-002,2.68E-007,7.88E-004,1.17E-008,8.78E-007,6.45E-005,2.77E-010,6.74E-004,1.43E-007,1.97E-003,8.95E-006,2.34E-003,1.92E-007,3.85E-004,1.10E-006,5.30E-012,1.02E-009,8.68E-009,2.90E-007,1.06E-011,1.11E-005,5.22E-007,7.91E-008,3.66E-009,1.71E-012,4.76E-006,8.08E-012,2.22E-013,5.08E-007,3.52E-009,1.96E-006,2.14E-009,6.93E-001,0.00E+000,1.85E-008,4.68E-005,2.80E-007,2.28E-005,6.22E-001
1.31E+003,1.20E-003,7.57E-007,1.14E-006,8.52E-002,3.38E-006,7.15E-002,2.82E-005,2.18E-006,1.71E-014,1.72E-011,5.52E-008,2.81E-009,3.67E-004,5.11E-002,3.45E-002,5.46E-002,4.24E-007,8.07E-004,2.07E-008,9.77E-007,6.57E-005,5.78E-010,7.13E-004,2.68E-007,2.07E-003,1.18E-005,2.38E-003,3.48E-007,4.09E-004,1.19E-006,9.06E-012,1.31E-009,1.02E-008,3.00E-007,1.67E-011,1.17E-005,4.53E-007,8.37E-008,4.36E-009,3.64E-012,5.03E-006,9.83E-012,5.84E-013,5.40E-007,3.77E-009,2.07E-006,2.83E-009,6.95E-001,0.00E+000,2.40E-008,4.79E-005,3.31E-007,2.43E-005,6.03E-001
