node,coord,u+,v,T,H2,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2(S),CH3,CH4,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,HCCOH,N,NH,NH2,NH3,NNH,NO,NO2,N2O,HNO,CN,HCN,H2CN,HCNN,HCNO,HOCN,HNCO,NCO,N2,AR,C3H7,C3H8,CH2CHO,CH3CHO,Z
5.1000E+001,-1.9456E-003,2.1229E+000,-3.1821E-002,2.0336E+003,1.9137E-003,4.6878E-005,1.7822E-005,3.4569E-004,5.6169E-004,1.1507E-001,1.0175E-007,1.5490E-008,3.5955E-007,2.2068E-007,3.0387E-006,1.6770E-007,6.5299E-005,1.0428E-004,5.0156E-002,1.1226E-001,5.8094E-007,1.7858E-005,2.7094E-007,9.4258E-009,7.7065E-007,5.4435E-007,5.5802E-004,1.0492E-007,2.6902E-006,2.3244E-008,7.4591E-008,6.7008E-006,1.8906E-005,4.7522E-006,1.6422E-007,9.7951E-008,5.2624E-007,4.1616E-006,2.2493E-009,1.6734E-004,3.8020E-009,9.0888E-008,7.4602E-008,3.9007E-008,3.6811E-005,5.3578E-010,4.8432E-010,1.3848E-006,1.1078E-007,6.4707E-006,1.1041E-007,7.1863E-001,0.0000E+000,1.1885E-012,5.9610E-012,7.7082E-010,4.6271E-009,4.1917E-001
5.2000E+001,-1.8464E-003,2.1199E+000,-3.6126E-002,2.0444E+003,1.7544E-003,5.6504E-005,3.3070E-005,4.9256E-004,7.5948E-004,1.1552E-001,1.5583E-007,2.2829E-008,3.2600E-007,1.9055E-007,2.1319E-006,1.2207E-007,3.4805E-005,4.5201E-005,4.6947E-002,1.1417E-001,4.8141E-007,1.1719E-005,1.9131E-007,6.8456E-009,4.3346E-007,3.7460E-007,2.8129E-004,4.6024E-008,8.3212E-007,6.4221E-009,1.7740E-008,5.2977E-006,1.1712E-005,2.7441E-006,1.5593E-007,9.1924E-008,4.2408E-007,2.6299E-006,2.7382E-009,1.7914E-004,5.2886E-009,8.4493E-008,6.8841E-008,4.0311E-008,2.8855E-005,2.9419E-010,3.9995E-010,9.8640E-007,9.8232E-008,4.9746E-006,1.1927E-007,7.1966E-001,0.0000E+000,1.8792E-013,7.5372E-013,5.1807E-010,2.0634E-009,4.0967E-001
5.3000E+001,-1.7454E-003,2.1157E+000,-4.0482E-002,2.0535E+003,1.5871E-003,6.6322E-005,5.8600E-005,7.5480E-004,1.0095E-003,1.1593E-001,2.4563E-007,3.3035E-008,2.2112E-007,1.3001E-007,1.2140E-006,7.2344E-008,1.5332E-005,1.6624E-005,4.3397E-002,1.1612E-001,3.3021E-007,6.3865E-006,1.1007E-007,4.0748E-009,2.0365E-007,2.0888E-007,1.1718E-004,1.6137E-008,1.9500E-007,1.2255E-009,2.9751E-009,3.3837E-006,6.0356E-006,1.3218E-006,1.2233E-007,7.6967E-008,3.0520E-007,1.5043E-006,3.2424E-009,1.8928E-004,7.3521E-009,7.7147E-008,5.8861E-008,3.7082E-008,2.0888E-005,1.2913E-010,2.6264E-010,6.0055E-007,8.1112E-008,3.5623E-006,1.1913E-007,7.2069E-001,0.0000E+000,1.7544E-014,5.8182E-014,2.8145E-010,6.5631E-010,4.0006E-001
5.4000E+001,-1.6424E-003,2.1103E+000,-4.4890E-002,2.0611E+003,1.4176E-003,7.5304E-005,9.7606E-005,1.1849E-003,1.3084E-003,1.1625E-001,3.8215E-007,4.6039E-008,1.0737E-007,6.6948E-008,5.3905E-007,3.3479E-008,5.4152E-006,5.0763E-006,3.9621E-002,1.1805E-001,1.8312E-007,2.7727E-006,4.9617E-008,1.9091E-009,7.7224E-008,9.0642E-008,3.9035E-005,4.5351E-009,3.4142E-008,1.5353E-010,3.3540E-010,1.6718E-006,2.4983E-006,5.1366E-007,8.1373E-008,5.7515E-008,1.9507E-007,7.7630E-007,3.7108E-009,1.9693E-004,1.0075E-008,7.2020E-008,4.7144E-008,2.9962E-008,1.3795E-005,5.3983E-011,1.3097E-010,3.0337E-007,6.1566E-008,2.3774E-006,1.0823E-007,7.2172E-001,0.0000E+000,9.2920E-016,2.6468E-015,1.2018E-010,1.4419E-010,3.9033E-001
5.5000E+001,-1.5374E-003,2.1037E+000,-4.9347E-002,2.0675E+003,1.2524E-003,8.2408E-005,1.5195E-004,1.8500E-003,1.6439E-003,1.1642E-001,5.7397E-007,6.1311E-008,3.6513E-008,2.5337E-008,1.8230E-007,1.1786E-008,1.5059E-006,1.2708E-006,3.5764E-002,1.1984E-001,8.5475E-008,9.3427E-007,1.7100E-008,6.8650E-010,2.3120E-008,2.9863E-008,1.0195E-005,1.0390E-009,4.6267E-009,1.2373E-011,2.4908E-011,6.2446E-007,8.1503E-007,1.5768E-007,4.8811E-008,3.8781E-008,1.1163E-007,3.6440E-007,4.0898E-009,2.0170E-004,1.3503E-008,7.1968E-008,3.6130E-008,2.1218E-008,8.2570E-006,2.5404E-011,4.8294E-011,1.2586E-007,4.2613E-008,1.4913E-006,8.8564E-008,7.2276E-001,0.0000E+000,2.8823E-017,7.3157E-017,3.9872E-011,2.2384E-011,3.8047E-001
5.6000E+001,-1.4303E-003,2.0958E+000,-5.3849E-002,2.0726E+003,1.0964E-003,8.6886E-005,2.2144E-004,2.8260E-003,1.9979E-003,1.1639E-001,8.2393E-007,7.8005E-008,8.7038E-009,7.0123E-009,4.6730E-008,3.1332E-009,3.2860E-007,2.6028E-007,3.1952E-002,1.2139E-001,3.9550E-008,2.4257E-007,4.4774E-009,1.8818E-010,5.4300E-009,7.4225E-009,2.0782E-006,1.9470E-010,5.2401E-010,6.5630E-013,1.2323E-012,1.7579E-007,2.0916E-007,3.8023E-008,2.8145E-008,2.3930E-008,5.8217E-008,1.5829E-007,4.3396E-009,2.0382E-004,1.7660E-008,7.8514E-008,2.7206E-008,1.3197E-008,4.4727E-006,1.2803E-011,1.3100E-011,4.3390E-008,2.6812E-008,8.8518E-007,6.4876E-008,7.2382E-001,0.0000E+000,5.8359E-019,1.3562E-018,1.0266E-011,2.6623E-012,3.7050E-001
5.7000E+001,-1.3210E-003,2.0865E+000,-5.8387E-002,2.0764E+003,9.5254E-004,8.8415E-005,3.0338E-004,4.1892E-003,2.3494E-003,1.1613E-001,1.1274E-006,9.5177E-008,1.4802E-009,1.4360E-009,9.1745E-009,6.3435E-010,5.6822E-008,4.3981E-008,2.8271E-002,1.2261E-001,2.2796E-008,4.8996E-008,8.9910E-010,3.9690E-011,1.0087E-009,1.4053E-009,3.3374E-007,2.9561E-011,5.3407E-011,2.5197E-014,4.2288E-014,3.7741E-008,4.2730E-008,7.2642E-009,1.6228E-008,1.3695E-008,2.8167E-008,6.4923E-008,4.4406E-009,2.0383E-004,2.2553E-008,9.1880E-008,2.0680E-008,7.2263E-009,2.1969E-006,6.1494E-012,2.6463E-012,1.2810E-008,1.5337E-008,4.9634E-007,4.2368E-008,7.2490E-001,0.0000E+000,8.9104E-021,1.9255E-020,2.0691E-012,2.7244E-013,3.6041E-001
5.8000E+001,-1.2096E-003,2.0759E+000,-6.2944E-002,2.0785E+003,8.2202E-004,8.7072E-005,3.9279E-004,6.0059E-003,2.6776E-003,1.1562E-001,1.4734E-006,1.1198E-007,1.8477E-010,2.2264E-010,1.4090E-009,9.9805E-011,7.9430E-009,6.2344E-009,2.4774E-002,1.2341E-001,1.6611E-008,7.9091E-009,1.4134E-010,6.5767E-012,1.5112E-010,2.0697E-010,4.3071E-008,3.6309E-012,5.0421E-012,8.9335E-016,1.0730E-015,6.3187E-009,7.1008E-009,1.1208E-009,9.6857E-009,7.4148E-009,1.2795E-008,2.5551E-008,4.3932E-009,2.0234E-004,2.8183E-008,1.1158E-007,1.6246E-008,3.4996E-009,9.8283E-007,2.6780E-012,4.0758E-013,3.3772E-009,7.9973E-009,2.6105E-007,2.4663E-008,7.2600E-001,0.0000E+000,1.1461E-022,2.3389E-022,3.3285E-013,2.6421E-014,3.5022E-001
5.9000E+001,-1.0960E-003,2.0638E+000,-6.7501E-002,2.0785E+003,7.0479E-004,8.3223E-005,4.8318E-004,8.3270E-003,2.9640E-003,1.1487E-001,1.8470E-006,1.2779E-007,1.7537E-011,2.6921E-011,1.7409E-010,1.2544E-011,9.2155E-010,7.5789E-010,2.1497E-002,1.2375E-001,1.3157E-008,1.0957E-009,1.7882E-011,8.8068E-013,1.8754E-011,2.4375E-011,4.5845E-009,3.6587E-013,4.3825E-013,4.1431E-017,2.2053E-017,8.4874E-010,9.8622E-010,1.4329E-010,6.2919E-009,3.9547E-009,5.4983E-009,9.7479E-009,4.2131E-009,1.9982E-004,3.4543E-008,1.3694E-007,1.3372E-008,1.5114E-009,4.0328E-007,1.0509E-012,4.9349E-014,8.3259E-010,3.8222E-009,1.2814E-007,1.2866E-008,7.2712E-001,0.0000E+000,1.3084E-024,2.5883E-024,4.3940E-014,2.5084E-015,3.3991E-001
6.0000E+001,-9.8017E-004,2.0503E+000,-7.2031E-002,2.0760E+003,6.0018E-004,7.7404E-005,5.6786E-004,1.1186E-002,3.1945E-003,1.1388E-001,2.2330E-006,1.4223E-007,1.3195E-012,2.6251E-012,1.7866E-011,1.3001E-012,9.1428E-011,8.1001E-011,1.8458E-002,1.2358E-001,1.0395E-008,1.7075E-010,1.8799E-012,9.8438E-014,1.9881E-012,2.3659E-012,4.1413E-010,3.0993E-014,3.4773E-014,2.5543E-018,4.2914E-019,9.4354E-011,1.1791E-010,1.5624E-011,4.6022E-009,2.2239E-009,2.2597E-009,3.6388E-009,3.9258E-009,1.9655E-004,4.1638E-008,1.6741E-007,1.1521E-008,5.8881E-010,1.5321E-007,3.7500E-013,4.8605E-015,2.0029E-010,1.6884E-009,5.8746E-008,6.0785E-009,7.2826E-001,0.0000E+000,1.3581E-026,2.6931E-026,4.9153E-015,2.3003E-016,3.2950E-001
6.1000E+001,-8.6202E-004,2.0353E+000,-7.6506E-002,2.0706E+003,5.0725E-004,7.0202E-005,6.4085E-004,1.4606E-002,3.3593E-003,1.1265E-001,2.6179E-006,1.5514E-007,8.3973E-014,2.1413E-013,1.5780E-012,1.1502E-013,8.0054E-012,7.8096E-012,1.5671E-002,1.2289E-001,8.0122E-009,5.3383E-011,1.7040E-013,9.5134E-015,1.8613E-013,1.9507E-013,3.2681E-011,2.2709E-015,2.5263E-015,1.6710E-019,1.0496E-020,8.9587E-012,1.2499E-011,1.4970E-012,3.7097E-009,1.4127E-009,9.0964E-010,1.3531E-009,3.5610E-009,1.9269E-004,4.9486E-008,2.0266E-007,1.0260E-008,2.0970E-010,5.4522E-008,1.2343E-013,4.0428E-016,4.8642E-011,6.9689E-010,2.5315E-008,2.6365E-009,7.2941E-001,0.0000E+000,1.3100E-028,2.6912E-028,4.8162E-016,2.0031E-017,3.1898E-001
6.2000E+001,-7.4153E-004,2.0187E+000,-8.0892E-002,2.0617E+003,4.2503E-004,6.2184E-005,6.9747E-004,1.8596E-002,3.4526E-003,1.1119E-001,2.9910E-006,1.6655E-007,5.3589E-015,1.5294E-014,1.2540E-013,9.0372E-015,6.3959E-013,6.9694E-013,1.3140E-002,1.2166E-001,6.0038E-009,3.0766E-011,1.4194E-014,8.3019E-016,1.5959E-014,1.4063E-014,2.3175E-012,1.4819E-016,1.7020E-016,1.0479E-020,3.9654E-022,7.4912E-013,1.2092E-012,1.2982E-013,3.1203E-009,1.0297E-009,3.7558E-010,5.2034E-010,3.1481E-009,1.8829E-004,5.8126E-008,2.4266E-007,9.3066E-009,6.9238E-011,1.8414E-008,3.8076E-014,2.9749E-017,1.2219E-011,2.7215E-010,1.0361E-008,1.0666E-009,7.3058E-001,0.0000E+000,1.2012E-030,2.6332E-030,4.2699E-017,1.6506E-018,3.0837E-001
6.3000E+001,-6.1865E-004,2.0006E+000,-8.5154E-002,2.0490E+003,3.5268E-004,5.3846E-005,7.3451E-004,2.3163E-002,3.4723E-003,1.0950E-001,3.3450E-006,1.7658E-007,5.1157E-016,1.0356E-015,9.6496E-015,6.6775E-016,4.8478E-014,5.9081E-014,1.0870E-002,1.1991E-001,4.3724E-009,2.0361E-011,1.3706E-015,7.1783E-017,1.3151E-015,9.1118E-016,1.5175E-013,8.8613E-018,1.0828E-017,6.2395E-022,1.9753E-023,5.6845E-014,1.0972E-013,1.0493E-014,2.6149E-009,8.2434E-010,1.7016E-010,2.1989E-010,2.7142E-009,1.8336E-004,6.7632E-008,2.8763E-007,8.5047E-009,2.1501E-011,5.9875E-009,1.1197E-014,2.0967E-018,3.2271E-012,1.0196E-010,4.0805E-009,4.0938E-010,7.3176E-001,0.0000E+000,1.0692E-032,2.5711E-032,3.5328E-018,1.2972E-019,2.9765E-001
6.4000E+001,-4.9334E-004,1.9807E+000,-8.9254E-002,2.0320E+003,2.8944E-004,4.5599E-005,7.5027E-004,2.8302E-002,3.4193E-003,1.0758E-001,3.6758E-006,1.8545E-007,8.6229E-017,7.9178E-017,8.3712E-016,5.1920E-017,3.6972E-015,4.8930E-015,8.8584E-003,1.1762E-001,3.0935E-009,1.3420E-011,2.8118E-016,8.4953E-018,1.1491E-016,5.4454E-017,9.4222E-015,4.9919E-019,6.6406E-019,3.5847E-023,1.0690E-024,4.0332E-015,9.5840E-015,8.1398E-016,2.1245E-009,6.8660E-010,8.9535E-011,1.0845E-010,2.2822E-009,1.7793E-004,7.8133E-008,3.3807E-007,7.7823E-009,6.3701E-012,1.9029E-009,3.1931E-015,1.6860E-019,9.0630E-013,3.7190E-011,1.5703E-009,1.5181E-010,7.3295E-001,0.0000E+000,9.4124E-035,2.5532E-034,2.8088E-019,9.8581E-021,2.8684E-001
6.5000E+001,-3.6555E-004,1.9593E+000,-9.3154E-002,2.0105E+003,2.3464E-004,3.7761E-005,7.4449E-004,3.4003E-002,3.2975E-003,1.0544E-001,3.9820E-006,1.9348E-007,1.8147E-017,8.9378E-018,1.0315E-016,5.2661E-018,3.1980E-016,4.1088E-016,7.1038E-003,1.1481E-001,2.1247E-009,8.6081E-012,1.2065E-016,2.2529E-018,1.3748E-017,3.0780E-018,5.6947E-016,2.7218E-020,4.0113E-020,2.0312E-024,5.9223E-026,2.7615E-016,8.2612E-016,6.2432E-017,1.6490E-009,5.7459E-010,5.4642E-011,6.3140E-011,1.8707E-009,1.7202E-004,8.9838E-008,3.9469E-007,7.1118E-009,1.8261E-012,6.0046E-010,8.9865E-016,2.0348E-020,2.7293E-013,1.3409E-011,6.0086E-010,5.5497E-011,7.3415E-001,0.0000E+000,8.3440E-037,2.6287E-036,2.2060E-020,7.3650E-022,2.7594E-001
6.6000E+001,-2.3523E-004,1.9361E+000,-9.6815E-002,1.9842E+003,1.8765E-004,3.0565E-005,7.1831E-004,4.0246E-002,3.1136E-003,1.0307E-001,4.2653E-006,2.0102E-007,3.8779E-018,1.5786E-018,1.9369E-017,8.3250E-019,3.8984E-017,3.7412E-017,5.5994E-003,1.1150E-001,1.4148E-009,5.3455E-012,6.1486E-017,1.0170E-018,3.1046E-018,1.6869E-019,3.4399E-017,1.4752E-021,2.4393E-021,1.1616E-025,3.3623E-027,1.8942E-017,7.1977E-017,4.8827E-018,1.2119E-009,4.7490E-010,3.6689E-011,4.1433E-011,1.4936E-009,1.6569E-004,1.0308E-007,4.5832E-007,6.4855E-009,5.1367E-013,1.9116E-010,2.5399E-016,3.9558E-021,8.8720E-014,4.8550E-012,2.3313E-010,2.0451E-011,7.3536E-001,0.0000E+000,7.5969E-039,2.8626E-038,1.7577E-021,5.5055E-023,2.6494E-001
6.7000E+001,-1.0232E-004,1.9112E+000,-1.0020E-001,1.9528E+003,1.4786E-004,2.4165E-005,6.7411E-004,4.6998E-002,2.8770E-003,1.0047E-001,4.5298E-006,2.0856E-007,8.0791E-019,3.5710E-019,4.6962E-018,1.8534E-019,7.6793E-018,4.2309E-018,4.3341E-003,1.0772E-001,9.1222E-010,3.2033E-012,3.0925E-017,5.0938E-019,1.1405E-018,9.1906E-021,2.1338E-018,8.1651E-023,1.5266E-022,6.8647E-027,1.9910E-028,1.3744E-018,6.4997E-018,4.0212E-019,8.3761E-010,3.8439E-010,2.5608E-011,2.8879E-011,1.1602E-009,1.5899E-004,1.1837E-007,5.2958E-007,5.9025E-009,1.4372E-013,6.2397E-011,7.3358E-017,1.0171E-021,3.1297E-014,1.7932E-012,9.3726E-011,7.7855E-012,7.3659E-001,0.0000E+000,7.3262E-041,3.3675E-040,1.4603E-022,4.1953E-024,2.5384E-001
6.8000E+001,3.3220E-005,1.8845E+000,-1.0327E-001,1.9164E+003,1.1465E-004,1.8642E-005,6.1531E-004,5.4221E-002,2.5994E-003,9.7660E-002,4.7821E-006,2.1667E-007,1.6376E-019,8.8526E-020,1.2764E-018,4.8218E-020,2.1101E-018,7.0599E-019,3.2926E-003,1.0350E-001,5.6862E-010,1.8474E-012,1.4866E-017,2.5177E-019,4.9256E-019,5.1082E-022,1.3986E-019,4.7447E-024,1.0052E-023,4.2918E-028,1.2565E-029,1.1584E-019,6.2728E-019,3.6076E-020,5.4134E-010,3.0303E-010,1.7896E-011,2.0500E-011,8.7553E-010,1.5201E-004,1.3647E-007,6.0819E-007,5.3625E-009,4.0524E-014,2.1216E-011,2.2024E-017,2.9517E-022,1.2032E-014,6.8615E-013,3.9883E-011,3.1349E-012,7.3782E-001,0.0000E+000,9.2253E-043,4.3784E-042,1.3069E-023,3.3275E-025,2.4266E-001
6.9000E+001,1.7145E-004,1.8560E+000,-1.0600E-001,1.8749E+003,8.7375E-005,1.4015E-005,5.4602E-004,6.1866E-002,2.2938E-003,9.4633E-002,5.0307E-006,2.2606E-007,3.2295E-020,2.2220E-020,3.6750E-019,1.3327E-020,6.6680E-019,1.7446E-019,2.4551E-003,9.8894E-002,3.4219E-010,1.0229E-012,6.7741E-018,1.2010E-019,2.1840E-019,2.9776E-023,9.9908E-021,2.9801E-025,7.1217E-025,2.9074E-029,8.6454E-031,1.2948E-020,6.7672E-020,3.6511E-021,3.2535E-010,2.3136E-010,1.2252E-011,1.4463E-011,6.4071E-010,1.4480E-004,1.5856E-007,6.9209E-007,4.8642E-009,1.1653E-014,7.6299E-012,6.9858E-018,8.9115E-023,5.0564E-015,2.7596E-013,1.8256E-011,1.3565E-012,7.3906E-001,0.0000E+000,6.1776E-044,6.5202E-044,1.3202E-024,2.8213E-026,2.3138E-001
7.0000E+001,3.1241E-004,1.8259E+000,-1.0835E-001,1.8283E+003,6.5389E-005,1.0253E-005,4.7073E-004,6.9875E-002,1.9745E-003,9.1402E-002,5.2853E-006,2.3761E-007,6.1752E-021,5.3713E-021,1.0987E-019,3.7707E-021,2.2066E-019,5.3890E-020,1.7983E-003,9.3949E-002,1.9859E-010,5.4299E-013,2.9127E-018,5.5024E-020,9.5620E-020,1.8758E-024,8.0463E-022,2.0879E-026,5.5532E-026,2.1865E-030,6.6377E-032,2.0448E-021,8.7217E-021,4.3158E-022,1.8089E-010,1.6990E-010,8.1037E-012,9.9941E-012,4.5376E-010,1.3743E-004,1.8641E-007,7.7658E-007,4.4042E-009,3.4521E-015,2.9427E-012,2.3769E-018,2.6578E-023,2.3277E-015,1.1815E-013,9.0418E-012,6.3170E-013,7.4031E-001,0.0000E+000,1.8952E-044,1.4046E-045,1.6119E-025,2.6600E-027,2.2002E-001
7.1000E+001,4.5617E-004,1.7939E+000,-1.1029E-001,1.7769E+003,4.8024E-005,7.2880E-006,3.9389E-004,7.8188E-002,1.6552E-003,8.7974E-002,5.5551E-006,2.5248E-007,1.1401E-021,1.2085E-021,3.3846E-020,1.0754E-021,7.3867E-020,1.8268E-020,1.2965E-003,8.8728E-002,1.1109E-010,2.7630E-013,1.1781E-018,2.4203E-020,4.0918E-020,1.3198E-025,7.5848E-023,1.6892E-027,4.8791E-027,1.8718E-031,5.8238E-033,4.1680E-022,1.4407E-021,6.1529E-023,9.2582E-011,1.1904E-010,5.1240E-012,6.6982E-012,3.1030E-010,1.2994E-004,2.2277E-007,8.5427E-007,3.9782E-009,1.0611E-015,1.2322E-012,8.7937E-019,7.5571E-024,1.1749E-015,5.4426E-014,4.8226E-012,3.1276E-013,7.4157E-001,0.0000E+000,7.7750E-045,1.4798E-046,2.5582E-026,2.9632E-028,2.0859E-001
7.2000E+001,6.0277E-004,1.7602E+000,-1.1180E-001,1.7209E+003,3.4616E-005,5.0240E-006,3.1952E-004,8.6743E-002,1.3488E-003,8.4362E-002,5.8477E-006,2.7219E-007,2.0314E-022,2.4819E-022,1.0714E-020,3.0750E-022,2.4773E-020,6.4644E-021,9.2342E-004,8.3293E-002,5.9931E-011,1.3509E-013,4.4771E-019,1.0250E-020,1.7133E-020,1.0732E-026,8.7069E-024,1.6373E-028,4.9494E-028,1.8717E-032,5.9822E-034,9.6478E-023,3.1157E-022,1.0863E-023,4.3432E-011,7.8910E-011,3.0717E-012,4.3262E-012,2.0436E-010,1.2238E-004,2.7210E-007,9.1629E-007,3.5808E-009,3.3981E-016,5.6601E-013,3.5804E-019,2.0034E-024,6.5011E-016,2.7209E-014,2.7432E-012,1.6191E-013,7.4284E-001,0.0000E+000,6.5383E-045,7.1514E-048,5.4089E-027,4.2037E-029,1.9708E-001
7.3000E+001,7.5227E-004,1.7249E+000,-1.1287E-001,1.6605E+003,2.4520E-005,3.3520E-006,2.5091E-004,9.5478E-002,1.0660E-003,8.0578E-002,6.1670E-006,2.9893E-007,3.5085E-023,4.6308E-023,3.4771E-021,8.8091E-023,8.3490E-021,2.3659E-021,6.5351E-004,7.7707E-002,3.1232E-011,6.3850E-014,1.6023E-019,4.2102E-021,7.0853E-021,1.0405E-027,1.2635E-024,1.9670E-029,5.9435E-029,2.2439E-033,7.0500E-035,2.3540E-023,8.4307E-023,2.4180E-024,1.8616E-011,4.9122E-011,1.7360E-012,2.6858E-012,1.2922E-010,1.1476E-004,3.4190E-007,9.5464E-007,3.2064E-009,1.1360E-016,2.8764E-013,1.6210E-019,4.8930E-025,3.9372E-016,1.4866E-014,1.6526E-012,8.6683E-014,7.4412E-001,0.0000E+000,4.9604E-044,3.8550E-045,1.4611E-027,7.9606E-030,1.8551E-001
7.4000E+001,9.0473E-004,1.6880E+000,-1.1347E-001,1.5961E+003,1.7125E-005,2.1593E-006,1.9039E-004,1.0434E-001,8.1506E-004,7.6637E-002,6.5113E-006,3.3597E-007,5.8961E-024,7.9357E-024,1.1506E-021,2.5249E-023,2.8553E-021,9.0238E-022,4.6331E-004,7.2029E-002,1.5774E-011,2.9543E-014,5.4438E-020,1.7001E-021,2.9451E-021,1.2273E-028,2.3828E-025,2.9879E-030,8.5438E-030,3.1513E-034,7.2265E-035,5.8585E-024,2.6811E-023,6.8402E-025,7.2822E-012,2.8563E-011,9.2347E-013,1.6067E-012,7.8178E-011,1.0711E-004,4.4553E-007,9.6462E-007,2.8492E-009,3.9654E-017,1.6269E-013,8.2283E-020,1.0969E-025,2.5995E-016,8.9185E-015,1.0536E-012,4.7969E-014,7.4539E-001,0.0000E+000,7.3438E-043,1.4631E-043,4.7539E-028,1.9748E-030,1.7389E-001
7.5000E+001,1.0602E-003,1.6495E+000,-1.1359E-001,1.5280E+003,1.1871E-005,1.3391E-006,1.3930E-004,1.1326E-001,6.0107E-004,7.2554E-002,6.8699E-006,3.8843E-007,9.5917E-025,1.2795E-024,3.8355E-022,7.1841E-024,1.0007E-021,3.6336E-022,3.3240E-004,6.6314E-002,7.7529E-012,1.3672E-014,1.7848E-020,6.9057E-022,1.2607E-021,1.7644E-029,5.9015E-026,5.6607E-031,6.2276E-031,1.7933E-034,1.7415E-033,1.4626E-024,9.6029E-024,2.4553E-025,2.6035E-012,1.5475E-011,4.6425E-013,9.3475E-013,4.5054E-011,9.9435E-005,6.0787E-007,9.4606E-007,2.5037E-009,1.4415E-017,1.0256E-013,4.7027E-020,2.2611E-026,1.8573E-016,5.8775E-015,7.1358E-013,2.7631E-014,7.4668E-001,0.0000E+000,2.3545E-041,3.8810E-042,1.7925E-028,5.9660E-031,1.6224E-001
7.6000E+001,1.2188E-003,1.6097E+000,-1.1322E-001,1.4567E+003,8.2597E-006,7.9636E-007,9.8016E-005,1.2221E-001,4.2607E-004,6.8346E-002,7.2189E-006,4.6481E-007,1.4796E-025,1.9878E-025,1.2624E-022,1.9929E-024,3.6067E-022,1.5651E-022,2.4396E-004,6.0611E-002,3.7218E-012,6.5329E-015,5.7955E-021,2.9167E-022,5.7047E-022,3.0337E-030,1.9022E-026,1.0870E-031,5.5651E-030,3.0182E-033,2.8292E-032,3.6100E-025,3.7838E-024,1.1070E-025,8.5453E-013,7.8236E-012,2.2317E-013,5.3798E-013,2.4595E-011,9.1723E-005,8.7605E-007,9.0291E-007,2.1654E-009,5.4037E-018,7.1618E-014,3.0164E-020,4.2953E-027,1.4197E-016,4.2267E-015,5.1454E-013,1.6680E-014,7.4796E-001,0.0000E+000,3.7616E-040,6.5986E-041,7.6844E-029,1.3420E-031,1.5059E-001
7.7000E+001,1.3805E-003,1.5686E+000,-1.1236E-001,1.3825E+003,5.8625E-006,4.5178E-007,6.6107E-005,1.3113E-001,2.8929E-004,6.4030E-002,7.5147E-006,5.8019E-007,2.0872E-026,2.9753E-026,3.9931E-023,5.2436E-025,1.3298E-022,7.3045E-023,1.8477E-004,5.4965E-002,1.7456E-012,3.3449E-015,1.9204E-021,1.3307E-022,2.7799E-022,6.0053E-031,7.7645E-027,3.8857E-032,2.9890E-029,2.9542E-032,3.4761E-031,8.6420E-026,1.6148E-024,6.1423E-026,2.5951E-013,3.7180E-012,1.0489E-013,3.1401E-013,1.2624E-011,8.3949E-005,1.3332E-006,8.4151E-007,1.8316E-009,2.0474E-018,5.4540E-014,2.1443E-020,7.4859E-028,1.1440E-016,3.2694E-015,3.9346E-013,1.0538E-014,7.4924E-001,0.0000E+000,4.2707E-039,8.4286E-040,3.6969E-029,4.3179E-031,1.3895E-001
7.8000E+001,1.5454E-003,1.5266E+000,-1.1099E-001,1.3059E+003,4.3215E-006,2.4277E-007,4.2586E-005,1.3998E-001,1.8760E-004,5.9623E-002,7.6846E-006,7.6259E-007,2.5695E-027,4.1416E-027,1.1756E-023,1.2658E-025,4.9772E-023,3.7497E-023,1.4492E-004,4.9418E-002,7.9519E-013,1.8787E-015,6.5877E-022,6.7176E-023,1.4620E-022,1.2971E-031,3.8457E-027,1.5270E-031,1.2130E-028,2.0872E-031,3.1664E-030,1.9563E-026,7.3615E-025,4.0481E-026,7.3796E-014,1.6877E-012,4.9925E-014,1.9131E-013,6.0330E-012,7.6064E-005,2.0978E-006,7.6862E-007,1.5029E-009,7.6201E-019,4.4271E-014,1.6564E-020,1.1767E-028,9.5621E-017,2.6683E-015,3.1547E-013,6.8853E-015,7.5051E-001,0.0000E+000,3.7725E-038,7.9914E-039,1.9506E-029,2.3836E-030,1.2735E-001
7.9000E+001,1.7135E-003,1.4837E+000,-1.0913E-001,1.2274E+003,3.3508E-006,1.2242E-007,2.6125E-005,1.4872E-001,1.1617E-004,5.5145E-002,7.6142E-006,1.0478E-006,2.6293E-028,5.0660E-028,3.1106E-024,2.7131E-026,1.8900E-023,2.1499E-023,1.1741E-004,4.4006E-002,3.4732E-013,1.1406E-015,2.2778E-022,3.6973E-023,8.1686E-023,2.8794E-032,2.1975E-027,2.5601E-031,3.8993E-028,1.0141E-030,2.1081E-029,4.0725E-027,3.5451E-025,3.0177E-026,2.0040E-014,7.5036E-013,2.5148E-014,1.2456E-013,2.6505E-012,6.8035E-005,3.2715E-006,6.9005E-007,1.1834E-009,2.7038E-019,3.7384E-014,1.3616E-020,1.6203E-029,8.1659E-017,2.2524E-015,2.6115E-013,4.5688E-015,7.5178E-001,0.0000E+000,2.4933E-037,5.5326E-038,1.0516E-029,8.2624E-030,1.1585E-001
