node,coord,u+,v,T,H2,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2(S),CH3,CH4,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,HCCOH,N,NH,NH2,NH3,NNH,NO,NO2,N2O,HNO,CN,HCN,H2CN,HCNN,HCNO,HOCN,HNCO,NCO,N2,AR,C3H7,C3H8,CH2CHO,CH3CHO,Z
8.0000E+001,1.8850E-003,1.4403E+000,-1.0678E-001,1.1474E+003,2.7359E-006,5.7296E-008,1.5254E-005,1.5732E-001,6.9046E-005,5.0615E-002,7.1646E-006,1.4035E-006,2.1443E-029,5.1443E-029,7.1319E-025,5.0434E-027,7.3616E-024,1.3843E-023,9.7484E-005,3.8765E-002,1.4285E-013,7.0881E-016,7.4055E-023,2.0993E-023,4.7386E-023,6.2585E-033,1.3868E-027,3.0343E-031,9.9848E-028,3.2737E-030,1.0240E-028,7.6720E-028,1.7970E-025,2.4188E-026,5.3505E-015,3.3437E-013,1.3941E-014,8.7358E-014,1.0540E-012,5.9906E-005,4.8260E-006,6.1004E-007,8.8266E-010,8.9340E-020,3.2170E-014,1.1717E-020,1.8868E-030,7.0348E-017,1.9322E-015,2.1984E-013,3.0218E-015,7.5304E-001,0.0000E+000,1.2092E-036,2.7870E-037,4.3429E-030,2.0258E-029,1.0447E-001
8.1000E+001,2.0599E-003,1.3966E+000,-1.0396E-001,1.0664E+003,2.3283E-006,2.4592E-008,8.5242E-006,1.6574E-001,3.9904E-005,4.6054E-002,6.2638E-006,1.6749E-006,1.3544E-030,4.1418E-030,1.3660E-025,8.1995E-028,2.9870E-024,9.8756E-024,8.2141E-005,3.3729E-002,5.4282E-014,4.2341E-016,2.0922E-023,1.1525E-023,2.8228E-023,1.2985E-033,9.4080E-028,2.7243E-031,2.0657E-027,7.0657E-030,3.6893E-028,1.3510E-028,9.6473E-026,2.0031E-026,1.4456E-015,1.4911E-013,8.6485E-015,6.5334E-014,3.7290E-013,5.1852E-005,6.5167E-006,5.3138E-007,6.1617E-010,2.7145E-020,2.7791E-014,1.0476E-020,1.7961E-031,6.0538E-017,1.6617E-015,1.8591E-013,1.9585E-015,7.5428E-001,0.0000E+000,4.4751E-036,1.0364E-036,1.6147E-030,3.5818E-029,9.3281E-002
8.2000E+001,2.2382E-003,1.3531E+000,-1.0069E-001,9.8519E+002,2.0348E-006,9.5900E-009,4.6212E-006,1.7391E-001,2.2885E-005,4.1485E-002,5.0011E-006,1.7592E-006,6.5092E-032,2.5697E-031,2.1178E-026,1.2818E-028,1.2769E-024,7.5920E-024,6.9578E-005,2.8934E-002,1.8777E-014,2.3446E-016,4.8913E-024,5.8817E-024,1.7459E-023,2.5524E-034,6.7621E-028,1.9503E-031,3.5384E-027,1.0856E-029,1.0210E-027,2.5579E-029,5.5350E-026,1.6700E-026,3.9963E-016,6.4440E-014,5.9487E-015,5.1094E-014,1.1548E-013,4.4142E-005,7.9526E-006,4.5575E-007,4.0091E-010,7.5599E-021,2.3865E-014,9.7724E-021,1.3640E-032,5.1663E-017,1.4188E-015,1.5658E-013,1.2217E-015,7.5551E-001,0.0000E+000,1.4277E-035,2.9385E-036,7.3961E-030,4.8175E-029,8.2340E-002
8.3000E+001,2.4201E-003,1.3101E+000,-9.7008E-002,9.0429E+002,1.8019E-006,3.4029E-009,2.4764E-006,1.8181E-001,1.3310E-005,3.6933E-002,3.6247E-006,1.6928E-006,2.3846E-033,1.2372E-032,2.6375E-027,2.4004E-029,5.7966E-025,6.1037E-024,5.8787E-005,2.4415E-002,5.8954E-015,1.2086E-016,9.4879E-025,2.7916E-024,1.1410E-023,4.7209E-035,5.0830E-028,1.1726E-031,5.1733E-027,1.3094E-029,2.2739E-027,6.3095E-030,3.3934E-026,1.3805E-026,1.1279E-016,2.6047E-014,4.4271E-015,4.0993E-014,3.1079E-014,3.7017E-005,8.7991E-006,3.8425E-007,2.4617E-010,1.9268E-021,2.0238E-014,9.7468E-021,8.3133E-034,4.3486E-017,1.1949E-015,1.3054E-013,7.1743E-016,7.5672E-001,0.0000E+000,4.6400E-035,6.6278E-036,9.6570E-030,5.3047E-029,7.1730E-002
8.4000E+001,2.6056E-003,1.2681E+000,-9.2981E-002,8.2449E+002,1.6012E-006,1.1211E-009,1.3303E-006,1.8935E-001,7.9703E-006,3.2428E-002,2.4073E-006,1.5496E-006,1.1235E-034,5.1124E-034,2.8564E-028,6.2660E-030,2.8275E-025,5.0101E-024,4.9237E-005,2.0208E-002,1.7072E-015,5.9887E-017,1.6025E-025,1.2568E-024,7.8977E-024,8.0504E-036,3.9298E-028,6.1744E-032,6.6488E-027,1.3599E-029,4.2707E-027,2.0250E-030,2.1924E-026,1.1215E-026,3.2774E-017,9.7613E-015,3.4649E-015,3.3266E-014,7.3381E-015,3.0605E-005,8.9338E-006,3.1767E-007,1.4755E-010,4.4486E-022,1.6866E-014,1.0987E-020,4.4814E-035,3.5944E-017,9.8798E-016,1.0719E-013,3.8717E-016,7.5791E-001,0.0000E+000,1.7502E-034,1.2370E-035,7.2584E-030,5.0917E-029,6.1547E-002
8.5000E+001,2.7947E-003,1.2276E+000,-8.8683E-002,7.4667E+002,1.4187E-006,3.5408E-010,7.1885E-007,1.9648E-001,4.9345E-006,2.8007E-002,1.4923E-006,1.3777E-006,6.2087E-035,2.5939E-035,3.8107E-029,2.1229E-030,1.5136E-025,4.1279E-024,4.0664E-005,1.6352E-002,4.6849E-016,2.9498E-017,2.5012E-026,5.3238E-025,5.7019E-024,1.2215E-036,3.0687E-028,2.9182E-032,7.6896E-027,1.2966E-029,7.0347E-027,7.3811E-031,1.4638E-026,8.8979E-027,1.0046E-017,3.4548E-015,2.7781E-015,2.7039E-014,1.5500E-015,2.4922E-005,8.4364E-006,2.5666E-007,9.0267E-011,9.0840E-023,1.3752E-014,1.5249E-020,3.0472E-036,2.9053E-017,7.9870E-016,8.6288E-014,1.8832E-016,7.5908E-001,0.0000E+000,6.6405E-034,1.9512E-035,3.9528E-030,4.4378E-029,5.1884E-002
8.6000E+001,2.9876E-003,1.1892E+000,-8.4229E-002,6.7187E+002,1.2479E-006,1.0975E-010,3.8917E-007,2.0312E-001,3.1437E-006,2.3715E-002,8.7878E-007,1.1989E-006,7.6758E-035,2.5027E-036,9.8275E-030,8.2104E-031,8.6953E-026,3.3730E-024,3.2957E-005,1.2882E-002,1.2392E-016,1.4728E-017,3.7366E-027,2.0255E-025,4.1924E-024,1.5792E-037,2.3817E-028,1.2490E-032,8.1320E-027,1.1781E-029,1.0467E-026,2.8176E-031,9.9196E-027,6.8554E-027,3.3061E-018,1.1770E-015,2.2357E-015,2.1846E-014,2.9568E-016,1.9931E-005,7.4868E-006,2.0183E-007,5.8027E-011,1.5844E-023,1.0918E-014,2.5104E-020,4.0457E-037,2.2863E-017,6.2857E-016,6.7740E-014,8.1861E-017,7.6021E-001,0.0000E+000,1.5554E-033,2.5795E-035,1.8012E-030,3.5961E-029,4.2832E-002
8.7000E+001,3.1844E-003,1.1534E+000,-7.9771E-002,6.0130E+002,1.0863E-006,3.3566E-011,2.1015E-007,2.0919E-001,2.0412E-006,1.9607E-002,4.9771E-007,1.0214E-006,1.4298E-035,3.2064E-037,3.3901E-030,2.9468E-031,4.5384E-026,2.7090E-024,2.6082E-005,9.8311E-003,3.1490E-017,7.4967E-018,5.3733E-028,6.7473E-026,3.0601E-024,1.6700E-038,1.8133E-028,4.8415E-033,7.9401E-027,1.0411E-029,1.4365E-026,1.0854E-031,6.7181E-027,5.0986E-027,1.1494E-018,3.8233E-016,1.7821E-015,1.7420E-014,5.0521E-017,1.5589E-005,6.2810E-006,1.5372E-007,3.8847E-011,2.2733E-024,8.3962E-015,3.5051E-020,7.2600E-038,1.7428E-017,4.7915E-016,5.1570E-014,3.1954E-017,7.6132E-001,0.0000E+000,2.2010E-033,2.8777E-035,7.2643E-031,2.7456E-029,3.4491E-002
8.8000E+001,3.3850E-003,1.1207E+000,-7.5509E-002,5.3629E+002,9.3367E-007,1.0098E-011,1.1310E-007,2.1461E-001,1.3362E-006,1.5752E-002,2.7371E-007,8.4861E-007,1.4066E-035,3.3514E-038,1.0247E-030,8.5377E-032,1.9071E-026,2.1221E-024,2.0050E-005,7.2269E-003,7.5836E-018,3.8804E-018,7.4531E-029,1.9970E-026,2.1762E-024,1.4075E-039,1.3399E-028,1.6976E-033,7.1937E-027,9.0399E-030,1.8455E-026,4.1089E-032,4.4832E-027,3.6362E-027,4.0315E-019,1.1433E-016,1.3965E-015,1.3607E-014,7.6416E-018,1.1862E-005,4.9913E-006,1.1273E-007,2.6151E-011,2.6084E-025,6.2152E-015,3.5727E-020,1.0779E-038,1.2794E-017,3.5176E-016,3.7833E-014,1.1404E-017,7.6237E-001,0.0000E+000,2.5073E-033,2.8149E-035,2.6473E-031,1.9908E-029,2.6966E-002
8.9000E+001,3.5895E-003,1.0918E+000,-7.1686E-002,4.7828E+002,7.9090E-007,2.9897E-012,6.0927E-008,2.1931E-001,8.7334E-007,1.2227E-002,1.4763E-007,6.8269E-007,1.3377E-035,3.0493E-039,2.6122E-031,2.0420E-032,6.6897E-027,1.6104E-024,1.4889E-005,5.0846E-003,1.7115E-018,2.0295E-018,1.0346E-029,5.3529E-027,1.4939E-024,9.5077E-041,9.5225E-029,5.4061E-034,6.0587E-027,7.7417E-030,2.2430E-026,1.4951E-032,2.9084E-027,2.4686E-027,1.3648E-019,3.0679E-017,1.0717E-015,1.0330E-014,1.0274E-018,8.7322E-006,3.7537E-006,7.9102E-008,1.7199E-011,2.3882E-026,4.3981E-015,2.9276E-020,1.2745E-039,8.9882E-018,2.4711E-016,2.6569E-014,3.8359E-018,7.6335E-001,0.0000E+000,2.6217E-033,2.4780E-035,8.8630E-032,1.3781E-029,2.0365E-002
9.0000E+001,3.7982E-003,1.0672E+000,-6.8572E-002,4.2850E+002,6.5934E-007,8.7954E-013,3.3160E-008,2.2322E-001,5.6612E-007,9.1154E-003,7.9022E-008,5.2706E-007,3.5873E-036,2.1212E-040,6.1422E-032,4.4517E-033,2.1849E-027,1.1765E-024,1.0620E-005,3.4016E-003,3.6164E-019,1.0642E-018,1.6183E-030,1.3270E-027,9.8567E-025,5.4344E-042,6.4583E-029,1.5867E-034,4.7446E-027,6.5285E-030,2.6002E-026,5.1509E-033,1.8109E-027,1.5837E-027,4.3852E-020,7.4782E-018,8.0333E-016,7.5627E-015,1.2712E-019,6.1822E-006,2.6646E-006,5.2762E-008,1.0942E-011,1.8198E-027,2.9542E-015,2.0958E-020,1.5203E-040,6.0032E-018,1.6505E-016,1.7743E-014,1.2655E-018,7.6424E-001,0.0000E+000,2.6173E-033,1.9844E-035,2.7892E-032,9.1400E-030,1.4779E-002
9.1000E+001,4.0109E-003,1.0470E+000,-6.6425E-002,3.8779E+002,5.4024E-007,2.6146E-013,1.8452E-008,2.2633E-001,3.6284E-007,6.4892E-003,4.2501E-008,3.8679E-007,1.2279E-036,1.8037E-041,1.7715E-032,1.1892E-033,8.9718E-028,8.2287E-025,7.2390E-006,2.1515E-003,7.2329E-020,5.5490E-019,3.4025E-031,3.1787E-028,6.2452E-025,2.9353E-043,4.1533E-029,4.4064E-035,3.4541E-027,5.3807E-030,2.8949E-026,1.6703E-033,1.0703E-027,9.5379E-028,1.3649E-020,1.7534E-018,5.8679E-016,5.3015E-015,1.5510E-020,4.1872E-006,1.7799E-006,3.3262E-008,6.7371E-012,1.2699E-028,1.8715E-015,1.3624E-020,1.4425E-041,3.7901E-018,1.0420E-016,1.1201E-014,4.2518E-019,7.6501E-001,0.0000E+000,2.5163E-033,1.4486E-035,8.4963E-033,5.8140E-030,1.0261E-002
9.2000E+001,4.2279E-003,1.0313E+000,-6.5432E-002,3.5628E+002,4.3432E-007,7.9895E-014,1.0591E-008,2.2867E-001,2.2993E-007,4.3909E-003,2.3180E-008,2.6765E-007,8.8628E-037,9.7704E-042,1.2906E-032,7.9309E-034,9.4229E-028,5.4872E-025,4.6971E-006,1.2811E-003,1.3942E-020,2.8543E-019,9.8547E-032,8.0298E-029,3.8141E-025,1.7353E-044,2.5214E-029,1.1957E-035,2.3383E-027,4.2765E-030,3.1126E-026,5.1104E-034,5.9559E-028,5.3691E-028,4.3155E-021,4.3257E-019,4.1655E-016,3.5391E-015,2.0416E-021,2.7018E-006,1.1162E-006,1.9736E-008,4.0217E-012,9.2719E-030,1.1132E-015,8.1743E-021,7.6265E-042,2.2526E-018,6.1932E-017,6.6571E-015,1.4793E-019,7.6565E-001,0.0000E+000,2.3129E-033,9.6149E-036,2.5748E-033,3.5366E-030,6.7917E-003
9.3000E+001,4.4492E-003,1.0198E+000,-6.5671E-002,3.3331E+002,3.4158E-007,2.5303E-014,6.2703E-009,2.3033E-001,1.4407E-007,2.8153E-003,1.2835E-008,1.7372E-007,2.1935E-036,3.1857E-042,1.8056E-032,1.0423E-033,1.9893E-027,3.4786E-025,2.8935E-006,7.1677E-004,2.6269E-021,1.4368E-019,3.3747E-032,2.5914E-029,2.2665E-025,1.2840E-045,1.4416E-029,3.2519E-036,1.4730E-027,3.2157E-030,3.2380E-026,1.4832E-034,3.1068E-028,2.8201E-028,1.4431E-021,1.2090E-019,2.8645E-016,2.2416E-015,3.1365E-022,1.6563E-006,6.5656E-007,1.1000E-008,2.3261E-012,8.0321E-031,6.2026E-016,4.5598E-021,1.0255E-041,1.2578E-018,3.4581E-017,3.7171E-015,5.2967E-020,7.6614E-001,0.0000E+000,1.9915E-033,5.7717E-036,7.8669E-034,2.0389E-030,4.2765E-003
9.4000E+001,4.6748E-003,1.0118E+000,-6.7089E-002,3.1753E+002,2.6139E-007,8.2355E-015,3.7826E-009,2.3142E-001,8.8976E-008,1.7068E-003,7.1405E-009,1.0545E-007,1.1565E-037,1.2998E-042,2.4217E-032,1.3266E-033,4.1407E-027,2.0916E-025,1.6888E-006,3.7651E-004,4.8280E-022,7.0218E-020,1.2050E-032,1.3480E-029,1.3225E-025,1.2737E-046,7.7541E-030,8.9096E-037,8.6313E-028,2.2283E-030,3.2340E-026,4.0838E-035,1.5167E-028,1.3822E-028,5.1204E-022,3.8227E-020,1.8995E-016,1.3436E-015,5.8173E-023,9.6246E-007,3.6218E-007,5.7556E-009,1.2989E-012,8.8385E-032,3.2362E-016,2.3739E-021,2.9746E-042,6.5938E-019,1.8129E-017,1.9486E-015,1.9423E-020,7.6649E-001,0.0000E+000,1.5589E-033,3.1118E-036,2.4007E-034,1.0981E-030,2.5562E-003
9.5000E+001,4.9050E-003,1.0066E+000,-6.9533E-002,3.0731E+002,1.9278E-007,2.6787E-015,2.2739E-009,2.3211E-001,5.3647E-008,9.7464E-004,3.9056E-009,5.9666E-008,6.5404E-038,1.7891E-042,2.5234E-032,1.3341E-033,6.9715E-027,1.1877E-025,9.3005E-007,1.8531E-004,8.4257E-023,3.2988E-020,4.1775E-033,9.3742E-030,7.5263E-026,1.6628E-047,3.9143E-030,2.4066E-037,4.6824E-028,1.3684E-030,3.0259E-026,1.0540E-035,6.9166E-029,6.3175E-029,1.8745E-022,1.2755E-020,1.2053E-016,7.5911E-016,1.2713E-023,5.2797E-007,1.8705E-007,2.8213E-009,6.9514E-013,1.2214E-032,1.5787E-016,1.1538E-021,1.3127E-042,3.2388E-019,8.9046E-018,9.5714E-016,7.3684E-021,7.6673E-001,0.0000E+000,1.0710E-033,1.4947E-036,7.0823E-035,5.4262E-031,1.4443E-003
9.6000E+001,5.1397E-003,1.0034E+000,-7.2803E-002,3.0103E+002,1.3471E-007,8.2845E-016,1.3211E-009,2.3251E-001,3.0978E-008,5.1866E-004,2.0346E-009,3.1173E-008,1.8080E-038,3.5951E-043,1.9251E-032,9.9234E-034,9.0442E-027,6.2969E-026,4.7800E-007,8.4686E-005,1.3153E-023,1.4655E-020,1.3057E-033,5.8863E-030,4.0252E-026,2.6071E-048,1.8367E-030,6.0887E-038,2.3183E-028,7.0166E-031,2.5366E-026,2.4675E-036,2.9211E-029,2.6712E-029,6.8447E-023,4.1061E-021,7.2084E-017,3.9984E-016,3.0357E-024,2.7036E-007,8.9643E-008,1.2839E-009,3.5118E-013,1.9551E-033,7.1389E-017,5.1955E-022,5.2649E-043,1.4771E-019,4.0609E-018,4.3650E-016,2.8884E-021,7.6688E-001,0.0000E+000,6.2042E-034,6.3235E-037,1.9114E-035,2.4104E-031,7.6254E-004
9.7000E+001,5.3790E-003,1.0015E+000,-7.6698E-002,2.9736E+002,8.6131E-008,2.2316E-016,7.0864E-010,2.3274E-001,1.6479E-008,2.4935E-004,9.6179E-010,1.4597E-008,2.6010E-038,8.0558E-044,9.9726E-033,5.0671E-034,8.7214E-027,3.0201E-026,2.2208E-007,3.4800E-005,1.6277E-024,5.9253E-021,3.2792E-034,2.6479E-030,1.8824E-026,4.2127E-049,7.7600E-031,1.3108E-038,1.0094E-028,2.7243E-031,1.7798E-026,4.8470E-037,1.1053E-029,1.0113E-029,2.4257E-023,1.1487E-021,3.9282E-017,1.9030E-016,6.9921E-025,1.2517E-007,3.8647E-008,5.2533E-010,1.6163E-013,3.1426E-034,2.8989E-017,2.1001E-022,1.4395E-043,6.0568E-020,1.6652E-018,1.7899E-016,1.1119E-021,7.6698E-001,0.0000E+000,2.8638E-034,2.2854E-037,4.2975E-036,9.2988E-032,3.6443E-004
9.8000E+001,5.5608E-003,1.0008E+000,-7.9913E-002,2.9574E+002,5.5524E-008,6.9287E-017,4.0177E-010,2.3283E-001,9.2905E-009,1.2963E-004,4.9263E-010,7.4203E-009,2.8437E-038,2.4012E-044,4.3147E-033,2.1776E-034,6.6628E-027,1.5680E-026,1.1260E-007,1.6077E-005,2.5496E-025,2.7145E-021,9.1861E-035,1.0516E-030,9.3061E-027,9.6627E-050,3.6616E-031,3.4098E-039,4.8126E-029,1.0171E-031,1.1444E-026,1.1724E-037,4.7945E-030,4.3876E-030,1.0329E-023,3.6481E-022,2.2463E-017,9.8201E-017,2.0232E-025,6.3299E-008,1.8508E-008,2.4191E-010,8.1577E-014,7.1001E-035,1.3269E-017,9.5785E-023,2.8603E-044,2.7938E-020,7.6810E-019,8.2562E-017,5.0241E-022,7.6702E-001,0.0000E+000,1.3525E-034,9.4162E-038,1.1420E-036,4.0472E-032,1.8867E-004
9.9000E+001,5.7618E-003,1.0003E+000,-8.3645E-002,2.9468E+002,2.7193E-008,1.2483E-017,1.7255E-010,2.3289E-001,3.9706E-009,5.0953E-005,1.9005E-010,2.8475E-009,1.5655E-040,2.6305E-045,9.5893E-034,4.8200E-035,3.4557E-027,6.1570E-027,4.3205E-008,5.6399E-006,1.7580E-026,9.4697E-022,1.4230E-035,2.2475E-031,3.3596E-027,1.3407E-050,1.3107E-031,5.0956E-040,1.7194E-029,2.0940E-032,5.1386E-027,1.6440E-038,1.5841E-030,1.4498E-030,3.5314E-024,6.8358E-023,9.7158E-018,3.8325E-017,3.4796E-026,2.4229E-008,6.7180E-009,8.4596E-011,3.1215E-014,9.6643E-036,4.6128E-018,3.3186E-023,3.1334E-045,9.7856E-021,2.6904E-019,2.8918E-017,1.7510E-022,7.6705E-001,0.0000E+000,4.5319E-035,2.9307E-038,1.7353E-037,1.3332E-032,7.3891E-005
1.0000E+002,6.0000E-003,1.0000E+000,-8.8212E-002,2.9400E+002,0.0000E+000,0.0000E+000,0.0000E+000,2.3293E-001,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,7.6707E-001,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000,0.0000E+000
