T,H2,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2(S),CH3,CH4,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,HCCOH,N,NH,NH2,NH3,NNH,NO,NO2,N2O,HNO,CN,HCN,H2CN,HCNN,HCNO,HOCN,HNCO,NCO,N2,AR,C3H7,C3H8,CH2CHO,CH3CHO,Z
2.95E+002,5.13E-005,8.50E-018,1.68E-012,1.97E-001,4.71E-012,8.80E-005,1.36E-008,2.08E-009,1.73E-039,3.52E-033,1.22E-018,5.65E-020,6.10E-009,1.56E-001,2.27E-005,8.53E-006,5.26E-018,1.22E-007,6.13E-020,8.60E-011,1.03E-008,4.52E-029,3.03E-007,1.68E-020,3.99E-007,4.87E-014,2.61E-007,8.78E-019,2.51E-008,1.32E-010,1.28E-018,2.18E-018,2.87E-011,1.75E-009,1.86E-026,1.50E-008,3.61E-009,9.95E-012,1.22E-012,7.59E-030,2.50E-009,5.18E-014,5.54E-033,3.12E-010,1.72E-012,1.05E-009,3.21E-014,6.47E-001,0.00E+000,1.37E-012,6.27E-010,4.05E-017,6.68E-010,1.00E+000
2.96E+002,6.87E-005,4.87E-017,2.92E-012,1.96E-001,1.77E-011,1.79E-004,2.85E-008,4.39E-009,1.53E-039,1.24E-031,9.01E-018,4.34E-019,1.24E-008,1.56E-001,4.78E-005,2.08E-005,4.62E-017,3.02E-007,5.72E-019,3.05E-010,2.56E-008,4.45E-028,7.19E-007,1.56E-019,9.67E-007,2.03E-013,6.63E-007,5.88E-018,6.74E-008,3.55E-010,2.37E-018,9.52E-018,4.90E-011,3.60E-009,1.12E-025,3.18E-008,8.32E-009,2.44E-011,2.58E-012,7.78E-029,6.22E-009,1.30E-013,1.95E-031,7.62E-010,4.21E-012,2.56E-009,7.83E-014,6.47E-001,0.00E+000,4.05E-012,1.86E-009,1.78E-016,1.80E-009,9.99E-001
2.98E+002,9.03E-005,2.65E-016,4.93E-012,1.96E-001,5.98E-011,3.51E-004,5.72E-008,8.85E-009,8.32E-039,3.76E-030,5.84E-017,2.88E-018,2.42E-008,1.56E-001,9.63E-005,4.82E-005,3.56E-016,7.07E-007,4.54E-018,1.00E-009,6.05E-008,4.08E-027,1.62E-006,1.27E-018,2.23E-006,7.98E-013,1.60E-006,4.10E-017,1.71E-007,9.03E-010,4.27E-018,3.99E-017,8.08E-011,7.12E-009,6.65E-025,6.43E-008,1.83E-008,5.68E-011,5.21E-012,7.34E-028,1.47E-008,3.08E-013,5.82E-030,1.77E-009,9.79E-012,5.95E-009,1.82E-013,6.47E-001,0.00E+000,1.13E-011,5.20E-009,7.59E-016,4.61E-009,9.99E-001
3.02E+002,1.17E-004,1.35E-015,8.09E-012,1.96E-001,1.79E-010,6.56E-004,1.10E-007,1.71E-008,1.20E-038,9.52E-029,3.26E-016,1.65E-017,4.54E-008,1.55E-001,1.86E-004,1.06E-004,2.35E-015,1.57E-006,3.03E-017,3.05E-009,1.36E-007,3.64E-026,3.48E-006,8.95E-018,4.87E-006,2.93E-012,3.65E-006,2.72E-016,4.12E-007,2.17E-009,7.45E-018,1.59E-016,1.29E-010,1.35E-008,3.95E-024,1.24E-007,3.80E-008,1.26E-010,1.01E-011,6.62E-027,3.30E-008,6.94E-013,1.44E-028,3.91E-009,2.16E-011,1.31E-008,4.02E-013,6.47E-001,0.00E+000,3.00E-011,1.37E-008,3.23E-015,1.11E-008,9.98E-001
3.08E+002,1.48E-004,6.32E-015,1.30E-011,1.96E-001,4.74E-010,1.17E-003,2.01E-007,3.13E-008,1.84E-038,1.95E-027,1.55E-015,8.00E-017,8.18E-008,1.55E-001,3.42E-004,2.21E-004,1.29E-014,3.30E-006,1.67E-016,8.51E-009,2.88E-007,3.32E-025,7.08E-006,5.53E-017,1.01E-005,9.92E-012,7.87E-006,1.61E-015,9.33E-007,4.92E-009,1.27E-017,6.01E-016,1.99E-010,2.43E-008,2.38E-023,2.30E-007,7.51E-008,2.63E-010,1.86E-011,5.96E-026,7.01E-008,1.48E-012,2.84E-027,8.17E-009,4.51E-011,2.74E-008,8.46E-013,6.48E-001,0.00E+000,7.48E-011,3.40E-008,1.43E-014,2.53E-008,9.96E-001
3.18E+002,1.86E-004,2.70E-014,2.04E-011,1.95E-001,1.09E-009,1.99E-003,3.50E-007,5.47E-008,8.46E-037,3.17E-026,6.15E-015,3.30E-016,1.42E-007,1.54E-001,6.00E-004,4.37E-004,5.87E-014,6.55E-006,7.54E-016,2.16E-008,5.77E-007,3.30E-024,1.36E-005,2.99E-016,1.98E-005,3.03E-011,1.60E-005,8.17E-015,1.99E-006,1.05E-008,2.12E-017,2.17E-015,2.96E-010,4.18E-008,1.48E-022,4.06E-007,1.40E-007,5.21E-010,3.27E-011,5.64E-025,1.40E-007,2.97E-012,4.34E-026,1.61E-008,8.92E-011,5.42E-008,1.70E-012,6.48E-001,0.00E+000,1.76E-010,7.87E-008,6.64E-014,5.42E-008,9.93E-001
3.32E+002,2.30E-004,1.05E-013,3.16E-011,1.94E-001,2.16E-009,3.23E-003,5.81E-007,9.06E-008,4.37E-035,4.02E-025,2.05E-014,1.15E-015,2.39E-007,1.52E-001,1.00E-003,8.12E-004,2.18E-013,1.22E-005,2.75E-015,4.93E-008,1.09E-006,3.72E-023,2.48E-005,1.43E-015,3.66E-005,8.24E-011,3.07E-005,3.49E-014,3.96E-006,2.09E-008,3.52E-017,7.57E-015,4.26E-010,6.84E-008,9.80E-022,6.84E-007,2.45E-007,9.72E-010,5.47E-011,5.78E-024,2.64E-007,5.62E-012,5.03E-025,3.01E-008,1.66E-010,1.01E-007,3.24E-012,6.49E-001,0.00E+000,3.90E-010,1.70E-007,3.16E-013,1.09E-007,9.88E-001
3.53E+002,2.80E-004,3.81E-013,4.84E-011,1.92E-001,3.73E-009,4.97E-003,9.21E-007,1.42E-007,1.53E-033,4.06E-024,5.77E-014,3.40E-015,3.91E-007,1.50E-001,1.60E-003,1.42E-003,6.66E-013,2.14E-005,8.23E-015,1.01E-007,1.92E-006,4.73E-022,4.26E-005,6.14E-015,6.37E-005,1.98E-010,5.52E-005,1.25E-013,7.39E-006,3.90E-008,5.86E-017,2.56E-014,5.91E-010,1.06E-007,6.92E-021,1.10E-006,4.01E-007,1.71E-009,8.71E-011,6.40E-023,4.66E-007,9.94E-012,4.47E-024,5.27E-008,2.91E-010,1.77E-007,5.89E-012,6.49E-001,0.00E+000,8.16E-010,3.42E-007,1.48E-012,2.03E-007,9.82E-001
3.81E+002,3.38E-004,1.33E-012,7.29E-011,1.89E-001,5.73E-009,7.27E-003,1.39E-006,2.11E-007,4.31E-032,3.44E-023,1.40E-013,8.71E-015,6.25E-007,1.47E-001,2.41E-003,2.34E-003,1.72E-012,3.51E-005,2.07E-014,1.85E-007,3.18E-006,6.48E-021,6.90E-005,2.38E-014,1.04E-004,4.23E-010,9.30E-005,3.83E-013,1.29E-005,6.78E-008,9.90E-017,8.32E-014,7.90E-010,1.57E-007,5.21E-020,1.68E-006,6.13E-007,2.82E-009,1.32E-010,7.28E-022,7.71E-007,1.65E-011,3.20E-023,8.69E-008,4.80E-010,2.92E-007,1.03E-011,6.51E-001,0.00E+000,1.62E-009,6.39E-007,6.77E-012,3.55E-007,9.73E-001
4.17E+002,4.01E-004,4.63E-012,1.09E-010,1.86E-001,8.04E-009,1.01E-002,2.02E-006,2.98E-007,1.10E-030,2.63E-022,3.02E-013,1.98E-014,9.81E-007,1.44E-001,3.48E-003,3.63E-003,3.90E-012,5.41E-005,4.57E-014,3.05E-007,4.95E-006,8.76E-020,1.06E-004,8.49E-014,1.61E-004,8.27E-010,1.47E-004,1.02E-012,2.10E-005,1.10E-007,1.73E-016,2.55E-013,1.02E-009,2.21E-007,4.10E-019,2.45E-006,8.79E-007,4.38E-009,1.90E-010,7.89E-021,1.20E-006,2.57E-011,1.99E-022,1.35E-007,7.46E-010,4.53E-007,1.71E-011,6.52E-001,0.00E+000,3.03E-009,1.11E-006,3.10E-011,5.80E-007,9.62E-001
4.59E+002,4.70E-004,1.68E-011,1.63E-010,1.82E-001,1.07E-008,1.35E-002,2.82E-006,4.00E-007,2.86E-029,1.96E-021,6.03E-013,4.14E-014,1.52E-006,1.40E-001,4.79E-003,5.33E-003,8.24E-012,7.89E-005,9.34E-014,4.55E-007,7.27E-006,1.07E-018,1.53E-004,2.89E-013,2.35E-004,1.55E-009,2.21E-004,2.44E-012,3.21E-005,1.69E-007,3.16E-016,7.24E-013,1.28E-009,2.96E-007,3.30E-018,3.42E-006,1.18E-006,6.45E-009,2.62E-010,7.55E-020,1.76E-006,3.76E-011,1.16E-021,1.99E-007,1.10E-009,6.67E-007,2.73E-011,6.54E-001,0.00E+000,5.37E-009,1.81E-006,1.45E-010,8.90E-007,9.49E-001
5.07E+002,5.43E-004,6.37E-011,2.54E-010,1.77E-001,1.38E-008,1.72E-002,3.79E-006,5.16E-007,7.88E-028,1.47E-020,1.16E-012,8.20E-014,2.32E-006,1.35E-001,6.35E-003,7.45E-003,1.73E-011,1.09E-004,1.90E-013,6.17E-007,1.01E-005,1.12E-017,2.12E-004,9.80E-013,3.27E-004,2.93E-009,3.13E-004,5.40E-012,4.65E-005,2.45E-007,6.19E-016,1.88E-012,1.56E-009,3.83E-007,2.60E-017,4.60E-006,1.50E-006,9.05E-009,3.47E-010,6.08E-019,2.46E-006,5.18E-011,6.70E-021,2.78E-007,1.54E-009,9.34E-007,4.18E-011,6.55E-001,0.00E+000,9.01E-009,2.76E-006,6.66E-010,1.29E-006,9.34E-001
5.60E+002,6.20E-004,2.38E-010,4.27E-010,1.71E-001,1.77E-008,2.13E-002,4.92E-006,6.42E-007,2.13E-026,1.08E-019,2.21E-012,1.58E-013,3.50E-006,1.30E-001,8.12E-003,9.98E-003,3.80E-011,1.45E-004,4.24E-013,7.66E-007,1.35E-005,9.63E-017,2.81E-004,3.47E-012,4.36E-004,5.85E-009,4.25E-004,1.15E-011,6.42E-005,3.38E-007,1.32E-015,4.48E-012,1.86E-009,4.77E-007,1.87E-016,5.98E-006,1.82E-006,1.21E-008,4.45E-010,4.04E-018,3.28E-006,6.70E-011,3.79E-020,3.73E-007,2.06E-009,1.25E-006,6.16E-011,6.58E-001,0.00E+000,1.42E-008,4.00E-006,2.75E-009,1.79E-006,9.16E-001
6.18E+002,7.00E-004,7.99E-010,7.95E-010,1.65E-001,2.27E-008,2.56E-002,6.17E-006,7.74E-007,4.81E-025,7.37E-019,4.29E-012,3.02E-013,5.22E-006,1.24E-001,1.01E-002,1.29E-002,8.80E-011,1.84E-004,1.12E-012,8.67E-007,1.73E-005,6.76E-016,3.60E-004,1.25E-011,5.61E-004,1.22E-008,5.55E-004,2.44E-011,8.49E-005,4.48E-007,3.01E-015,9.79E-012,2.18E-009,5.79E-007,1.11E-015,7.54E-006,2.10E-006,1.57E-008,5.56E-010,2.21E-017,4.22E-006,8.00E-011,1.97E-019,4.82E-007,2.67E-009,1.62E-006,8.76E-011,6.60E-001,0.00E+000,2.07E-008,5.54E-006,9.36E-009,2.37E-006,8.97E-001
6.78E+002,7.80E-004,2.26E-009,1.61E-009,1.58E-001,2.93E-008,3.01E-002,7.41E-006,9.10E-007,7.98E-024,4.32E-018,8.52E-012,5.71E-013,7.74E-006,1.18E-001,1.22E-002,1.61E-002,2.04E-010,2.27E-004,3.23E-012,8.85E-007,2.13E-005,3.90E-015,4.47E-004,4.12E-011,6.99E-004,2.56E-008,7.00E-004,5.44E-011,1.09E-004,5.72E-007,7.05E-015,1.98E-011,2.52E-009,6.84E-007,5.08E-015,9.27E-006,2.32E-006,1.97E-008,6.79E-010,1.00E-016,5.25E-006,8.51E-011,8.93E-019,6.04E-007,3.34E-009,2.03E-006,1.21E-010,6.62E-001,0.00E+000,2.70E-008,7.36E-006,2.54E-008,3.04E-006,8.76E-001
7.40E+002,8.61E-004,5.25E-009,3.38E-009,1.50E-001,3.77E-008,3.46E-002,8.53E-006,1.05E-006,9.24E-023,2.13E-017,1.73E-011,1.06E-012,1.14E-005,1.12E-001,1.44E-002,1.97E-002,4.52E-010,2.73E-004,8.96E-012,8.08E-007,2.54E-005,1.87E-014,5.41E-004,1.17E-010,8.48E-004,5.14E-008,8.58E-004,1.31E-010,1.35E-004,7.10E-007,1.60E-014,3.72E-011,2.89E-009,7.92E-007,1.78E-014,1.11E-005,2.48E-006,2.40E-008,8.16E-010,3.88E-016,6.36E-006,7.75E-011,3.46E-018,7.36E-007,4.07E-009,2.47E-006,1.64E-010,6.65E-001,0.00E+000,3.02E-008,9.45E-006,5.44E-008,3.77E-006,8.55E-001
8.04E+002,9.42E-004,1.02E-008,6.88E-009,1.43E-001,4.90E-008,3.91E-002,9.44E-006,1.18E-006,7.76E-022,9.01E-017,3.58E-011,1.94E-012,1.66E-005,1.06E-001,1.67E-002,2.34E-002,9.40E-010,3.19E-004,2.23E-011,6.69E-007,2.95E-005,7.69E-014,6.41E-004,2.83E-010,1.01E-003,9.86E-008,1.03E-003,3.28E-010,1.63E-004,8.59E-007,3.39E-014,6.57E-011,3.32E-009,9.01E-007,4.92E-014,1.31E-005,2.56E-006,2.85E-008,9.71E-010,1.32E-015,7.53E-006,5.90E-011,1.17E-017,8.77E-007,4.85E-009,2.94E-006,2.20E-010,6.68E-001,0.00E+000,2.71E-008,1.18E-005,9.40E-008,4.57E-006,8.32E-001
8.69E+002,1.02E-003,1.75E-008,1.32E-008,1.35E-001,6.51E-008,4.36E-002,1.02E-005,1.31E-006,5.21E-021,3.43E-016,7.59E-011,3.61E-012,2.41E-005,9.97E-002,1.90E-002,2.73E-002,1.87E-009,3.66E-004,5.03E-011,5.28E-007,3.35E-005,2.81E-013,7.44E-004,6.23E-010,1.17E-003,1.84E-007,1.20E-003,8.19E-010,1.93E-004,1.02E-006,6.77E-014,1.10E-010,3.83E-009,1.01E-006,1.13E-013,1.52E-005,2.58E-006,3.33E-008,1.15E-009,4.09E-015,8.74E-006,3.90E-011,3.64E-017,1.02E-006,5.67E-009,3.44E-006,2.95E-010,6.70E-001,0.00E+000,1.97E-008,1.43E-005,1.33E-007,5.41E-006,8.09E-001
9.34E+002,1.10E-003,2.77E-008,2.38E-008,1.27E-001,9.00E-008,4.80E-002,1.08E-005,1.42E-006,3.10E-020,1.24E-015,1.65E-010,6.99E-012,3.46E-005,9.32E-002,2.14E-002,3.14E-002,3.68E-009,4.12E-004,1.07E-010,4.25E-007,3.72E-005,9.45E-013,8.51E-004,1.33E-009,1.34E-003,3.41E-007,1.37E-003,1.98E-009,2.24E-004,1.18E-006,1.30E-013,1.77E-010,4.47E-009,1.12E-006,2.31E-013,1.74E-005,2.53E-006,3.83E-008,1.39E-009,1.21E-014,9.99E-006,2.48E-011,1.09E-016,1.18E-006,6.51E-009,3.95E-006,3.99E-010,6.73E-001,0.00E+000,1.33E-008,1.70E-005,1.54E-007,6.30E-006,7.86E-001
9.98E+002,1.18E-003,4.23E-008,4.13E-008,1.19E-001,1.31E-007,5.24E-002,1.16E-005,1.52E-006,1.78E-019,4.45E-015,3.66E-010,1.44E-011,4.94E-005,8.68E-002,2.38E-002,3.55E-002,7.30E-009,4.56E-004,2.23E-010,3.65E-007,4.07E-005,3.02E-012,9.60E-004,2.88E-009,1.51E-003,6.18E-007,1.55E-003,4.66E-009,2.57E-004,1.36E-006,2.47E-013,2.75E-010,5.30E-009,1.23E-006,4.39E-013,1.96E-005,2.43E-006,4.33E-008,1.70E-009,3.52E-014,1.12E-005,1.69E-011,3.32E-016,1.33E-006,7.38E-009,4.47E-006,5.49E-010,6.76E-001,0.00E+000,9.61E-009,1.98E-005,1.54E-007,7.21E-006,7.63E-001
1.06E+003,1.25E-003,6.46E-008,7.01E-008,1.12E-001,2.02E-007,5.67E-002,1.26E-005,1.60E-006,1.05E-018,1.63E-014,8.28E-010,3.15E-011,7.00E-005,8.05E-002,2.62E-002,3.97E-002,1.46E-008,4.97E-004,4.64E-010,3.38E-007,4.38E-005,9.27E-012,1.07E-003,6.42E-009,1.68E-003,1.08E-006,1.72E-003,1.07E-008,2.90E-004,1.53E-006,4.73E-013,4.16E-010,6.40E-009,1.33E-006,8.08E-013,2.18E-005,2.27E-006,4.83E-008,2.14E-009,1.02E-013,1.25E-005,1.32E-011,1.04E-015,1.49E-006,8.27E-009,5.00E-006,7.72E-010,6.79E-001,0.00E+000,7.83E-009,2.26E-005,1.43E-007,8.14E-006,7.40E-001
1.13E+003,1.33E-003,9.95E-008,1.18E-007,1.04E-001,3.25E-007,6.08E-002,1.38E-005,1.64E-006,6.50E-018,6.12E-014,1.90E-009,7.20E-011,9.83E-005,7.42E-002,2.85E-002,4.40E-002,2.89E-008,5.35E-004,9.68E-010,3.37E-007,4.66E-005,2.74E-011,1.18E-003,1.46E-008,1.86E-003,1.79E-006,1.87E-003,2.42E-008,3.23E-004,1.72E-006,9.21E-013,6.17E-010,7.90E-009,1.43E-006,1.47E-012,2.40E-005,2.09E-006,5.33E-008,2.74E-009,2.90E-013,1.38E-005,1.17E-011,3.39E-015,1.65E-006,9.18E-009,5.52E-006,1.11E-009,6.81E-001,0.00E+000,7.18E-009,2.54E-005,1.36E-007,9.09E-006,7.17E-001
1.19E+003,1.40E-003,1.56E-007,1.98E-007,9.61E-002,5.40E-007,6.48E-002,1.52E-005,1.62E-006,4.23E-017,2.37E-013,4.42E-009,1.69E-010,1.37E-004,6.80E-002,3.09E-002,4.82E-002,5.60E-008,5.68E-004,2.02E-009,3.57E-007,4.90E-005,7.76E-011,1.29E-003,3.36E-008,2.03E-003,2.82E-006,2.01E-003,5.41E-008,3.56E-004,1.91E-006,1.82E-012,8.99E-010,9.97E-009,1.53E-006,2.65E-012,2.62E-005,1.87E-006,5.83E-008,3.57E-009,8.13E-013,1.50E-005,1.19E-011,1.14E-014,1.82E-006,1.01E-008,6.05E-006,1.62E-009,6.84E-001,0.00E+000,7.35E-009,2.79E-005,1.42E-007,1.01E-005,6.95E-001
1.25E+003,1.46E-003,2.47E-007,3.28E-007,8.87E-002,9.12E-007,6.87E-002,1.67E-005,1.56E-006,2.86E-016,9.33E-013,1.03E-008,4.03E-010,1.89E-004,6.19E-002,3.32E-002,5.23E-002,1.05E-007,5.95E-004,4.20E-009,3.95E-007,5.09E-005,2.09E-010,1.40E-003,7.61E-008,2.19E-003,4.23E-006,2.12E-003,1.19E-007,3.89E-004,2.11E-006,3.62E-012,1.29E-009,1.28E-008,1.62E-006,4.75E-012,2.84E-005,1.63E-006,6.31E-008,4.68E-009,2.21E-012,1.63E-005,1.33E-011,3.86E-014,1.98E-006,1.11E-008,6.56E-006,2.40E-009,6.87E-001,0.00E+000,8.39E-009,3.00E-005,1.61E-007,1.10E-005,6.73E-001
1.31E+003,1.53E-003,3.94E-007,5.37E-007,8.14E-002,1.55E-006,7.24E-002,1.82E-005,1.44E-006,1.97E-015,3.69E-012,2.37E-008,9.56E-010,2.58E-004,5.60E-002,3.54E-002,5.64E-002,1.89E-007,6.16E-004,8.62E-009,4.50E-007,5.24E-005,5.36E-010,1.50E-003,1.68E-007,2.35E-003,6.11E-006,2.20E-003,2.54E-007,4.21E-004,2.32E-006,7.25E-012,1.84E-009,1.68E-008,1.71E-006,8.47E-012,3.06E-005,1.38E-006,6.78E-008,6.13E-009,5.79E-012,1.75E-005,1.63E-011,1.30E-013,2.14E-006,1.21E-008,7.07E-006,3.59E-009,6.89E-001,0.00E+000,1.05E-008,3.15E-005,1.96E-007,1.20E-005,6.51E-001
